"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records sorted by REPORT_YEAR, OPERATOR_ID, PARTA5COMMODITY, REPORT_NUMBER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA2NAMEOFPARENT_COM,PARTA4NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAOFFSHORE,PARTBHCAONSHORE,PARTBHCATOTAL,PARTCONNG,PARTCONPG,PARTCONSG,PARTCONHG,PARTCONLFG,PARTCONOG,PARTCOFFNG,PARTCOFFPG,PARTCOFFSG,PARTCOFFHG,PARTCOFFLFG,PARTCOFFOG,PARTCOGNAME,PARTCCHECK,PARTDTONCPB,PARTDTONCPC,PARTDTONCUB,PARTDTONCUC,PARTDTONCI,PARTDTONWI,PARTDTONP,PARTDTONC,PARTDTONO,PARTDTONTOTAL,PARTDTOFFCPB,PARTDTOFFCPC,PARTDTOFFCUB,PARTDTOFFCUC,PARTDTOFFCI,PARTDTOFFWI,PARTDTOFFP,PARTDTOFFC,PARTDTOFFO,PARTDTOFFTOTAL,PARTDTCPBTOTAL,PARTDTCPCTOTAL,PARTDTCUBTOTAL,PARTDTCUCTOTAL,PARTDTCITOTAL,PARTDTWITOTAL,PARTDTPTOTAL,PARTDTCTOTAL,PARTDTOTOTAL,PARTDTTOTAL,PARTDGONTACPB,PARTDGONTACPC,PARTDGONTACUB,PARTDGONTACUC,PARTDGONTACI,PARTDGONTAWI,PARTDGONTAP,PARTDGONTAC,PARTDGONTAO,PARTDGONATOTAL,PARTDGONTBCPB,PARTDGONTBCPC,PARTDGONTBCUB,PARTDGONTBCUC,PARTDGONTBCI,PARTDGONTBWI,PARTDGONTBP,PARTDGONTBC,PARTDGONTBO,PARTDGONBTOTAL,PARTDGOFFCPB,PARTDGOFFCPC,PARTDGOFFCUB,PARTDGOFFCUC,PARTDGOFFCI,PARTDGOFFWI,PARTDGOFFP,PARTDGOFFC,PARTDGOFFO,PARTDGOFFTOTAL,PARTDGCPBTOTAL,PARTDGCPCTOTAL,PARTDGCUBTOTAL,PARTDGCUCTOTAL,PARTDGCITOTAL,PARTDGWITOTAL,PARTDGPTOTAL,PARTDGCTOTAL,PARTDGOTOTAL,PARTDGTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCITOTAL,PARTDWITOTAL,PARTDPTOTAL,PARTDCTOTAL,PARTDOTOTAL,PARTDTOTALMILES,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
08/01/22,2011,20120775,25349,5524,FOUR STAR OIL & GAS CO,,Four Star Oil & Gas Company,6001 Bollinger Canyon Road,ODESSA,CA,94583-2324,Natural Gas,,"ALABAMA, OKLAHOMA, TEXAS",0,0,0,1052.382,,,, ,,,,,, ,,,No,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,75,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,3,75,0,0,0,0,0,0,0,78,3,81,0,0,0,0,0,0,0,84,INITIAL,3/14/12,3/14/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120874,25462,6030,GAINESVILLE REGIONAL UTIL GAS DEPT,,Gainesville Regional Utilities,PO Box 147117,GAINESVILLE,FL,32614,Natural Gas,,FLORIDA,0,0.221,0.221,,,,, ,,,,,, ,,,Yes,0,0.221,0,0,0,0,0,0,0,0.221,0,0,0,0,0,0,0,0,0,0,0,0.221,0,0,0,0,0,0,0,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0,0,0,0,0,0,0,0,INITIAL,3/15/12,3/15/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120577,25136,6141,NEW MEXICO GAS COMPANY,,New Mexico Gas Company,7120 Wyoming Blvd. NE,Albuquerque,NM,87109,Natural Gas,,NEW MEXICO,0,169,169,,,,, ,,,,,, ,,,Yes,64,1581,0,0,0,0,0,0,0,1645,0,0,0,0,0,0,0,0,0,0,64,1581,0,0,0,0,0,0,0,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1581,0,0,0,0,0,0,0,1645,INITIAL,3/13/12,3/13/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20121073,25796,6243,THE GAS COMPANY,,The Gas Company,515 KAMAKEE STREET,HONOLULU,HI,96814,Synthetic Gas,,HAWAII,0,22.6,22.6,,,,, ,,,,,, ,,,Yes,0,22.6,0,0,0,0,0,0,0,22.6,0,0,0,0,0,0,0,0,0,0,0,22.6,0,0,0,0,0,0,0,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6,0,0,0,0,0,0,0,23,INITIAL,6/5/12,6/5/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20121140,25912,6255,VERNON E FAULCONER INC,,"Vernon E. Faulconer, Inc.",PO BOX 7995,TYLER,TX,75711,Natural Gas,,TEXAS,0,0,0,149,,,, ,,,,,, ,,,No,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,11,INITIAL,10/12/12,10/12/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120243,33525,6345,GEORGIA PACIFIC LLC - CROSSETT PAPER OPERATIONS,,Georgia Pacific LLC,133 Peachtree Center NE,CROSSETT,GA,30303,Natural Gas,"ARKANSAS, LOUISIANA",,0,0.076,0.076,5817.1,,,,,,,,,,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUPPLEMENTAL,3/1/12,1/31/18,7100.2-1 (Rev. 10-2014)
08/01/22,2011,20120215,34907,6580,GRANITE STATE GAS TRANSMISSION INC,UNITIL CORPORATION,,325 WEST ROAD,PORTSMOUTH,NH,03801,Natural Gas,"MAINE, MASSACHUSETTS, NEW HAMPSHIRE",,0,11,11,0,0,0,0, ,0,0,0,0,0, ,0,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUPPLEMENTAL,2/29/12,4/10/18,7100.2-1 (Rev. 10-2014)
08/01/22,2011,20120625,25813,6640,"GRAYVILLE GAS DEPT, CITY OF",,City of Graville,122 S COURT ST,GRAYVILLE,IL,62844,Natural Gas,,ILLINOIS,,,,603,,,, ,,,,,, ,,,No,0,14.155,0,0,0,0,0,0,0,14.155,0,0,0,0,0,0,0,0,0,0,0,14.155,0,0,0,0,0,0,0,14.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.155,0,0,0,0,0,0,0,14,SUPPLEMENTAL,3/13/12,6/20/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120923,26384,6660,GREAT LAKES GAS TRANSMISSION CO,TransCanada Pipelines Limited,TransCanada Pipelines Ltd,"717 TEXAS ST, HOUSTON",TROY,TX,77002,Natural Gas,"MICHIGAN, MINNESOTA, WISCONSIN",,0,54.6,54.6,647493,,,, ,,,,,, ,,,No,0,2114.8,0,0,0,0,0,0,0,2114.8,0,0,0,0,0,0,0,0,0,0,0,2114.8,0,0,0,0,0,0,0,2114.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2114.8,0,0,0,0,0,0,0,2115,SUPPLEMENTAL,3/15/12,6/3/13,7100.2-1 (Rev. 12-2012)
08/01/22,2011,20120737,25309,6690,GREAT PLAINS NATURAL GAS CO,,Great Plains Natural Gas Co.,705 West Fir Ave.,BISMARCK,MN,56537,Natural Gas,"NORTH DAKOTA, SOUTH DAKOTA",MINNESOTA,0,0.445,0.445,4765055000,,,, ,,,,,, ,,,No,0,74.173,0,0,0,0,0,0,0,74.173,0,0,0,0,0,0,0,0,0,0,0,74.173,0,0,0,0,0,0,0,74.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.173,0,0,0,0,0,0,0,74,INITIAL,3/14/12,3/14/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120239,24286,6720,ATMOS ENERGY CORPORATION - COLORADO/KANSAS,Atmos Energy Corporation,Atmos Energy Corporation,5430 LBJ FREEWAY,DALLAS,TX,75240,Natural Gas,,KANSAS,0,0,0,3135.9,,,, ,,,,,, ,,,No,0.47,6.89,0,0,0,0,0,0,0,7.36,0,0,0,0,0,0,0,0,0,0,0.47,6.89,0,0,0,0,0,0,0,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,6.89,0,0,0,0,0,0,0,7,INITIAL,3/1/12,3/1/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120148,24175,6810,GREENWOOD COMMISSION OF PUBLIC WORKS,,Greenwood Commission of Public Works,P.O. BOX 549,GREENWOOD,SC,29648,Natural Gas,,SOUTH CAROLINA,0,11.99,11.99,,,,, ,,,,,, ,,,Yes,0,49.54,0,0,0,0,0,0,0,49.54,0,0,0,0,0,0,0,0,0,0,0,49.54,0,0,0,0,0,0,0,49.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.54,0,0,0,0,0,0,0,50,INITIAL,2/22/12,2/22/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120165,24199,7009,"EXCO RESOURCES (PA), LLC",,"Hanley & Bird, Inc.",2560 Route 36,BROOKVILLE,PA,15825,Natural Gas,,PENNSYLVANIA,0,0,0,326795,,,, ,,,,,, ,,,No,3,2,0,0,0,0,23,0,0,28,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,23,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,23,0,0,28,INITIAL,2/27/12,2/27/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20121091,25820,7020,"HALLOCK GAS DEPT, VILLAGE OF",,city of hallock,909 S ATLANTIC AVE,HALLOCK,MN,56728,Natural Gas,,MINNESOTA,0,0,0,,,,, ,,,,,, ,,,Yes,0,2.375,0,0,0,0,0,0,0,2.375,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,0,0,0,0,0,2.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,0,0,0,0,0,2,INITIAL,6/21/12,6/21/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20121037,25701,7050,HAMPSHIRE GAS CO,Washington Gas Light,Hampshire Gas Co. Washington Gas Light,101 Constitution Ave. NW,SPRINGFIELD,DC,20080,Natural Gas,,WEST VIRGINIA,0,0.47,0.47,1374945,,,, ,,,,,, ,,,No,0,17.89,0,0,0,0,0,0,0,17.89,0,0,0,0,0,0,0,0,0,0,0,17.89,0,0,0,0,0,0,0,17.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.89,0,0,0,0,0,0,0,18,INITIAL,4/20/12,4/20/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120156,24185,7237,MALARKEY ROOFING PRODUCTS,,Malarkey Roofing Products,3131 NORTH COLUMBIA BLVD;,PORTLAND,OR,97217,Natural Gas,,OREGON,0,0,0,183,,,, ,,,,,, ,,,No,0,0,0,0,0,0,1.66,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,2,INITIAL,2/23/12,2/23/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120049,24054,7338,HONEOYE STORAGE CORP,,Honeoye Storage Corp.,4511 EGYPT ROAD,CANANDAIGUA,NY,14424,Natural Gas,,NEW YORK,,,,5351396,,,, ,,,,,, ,,,No,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19,0,30,0,0,0,0,0,0,0,30,INITIAL,2/7/12,2/7/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120824,25404,7348,DOMINION HOPE,,Dominion Hope,48 COLUMBIA BLVD,CLEVELAND,WV,26301,Natural Gas,,WEST VIRGINIA,,,,,,,, ,,,,,, ,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.803,19.465,2.159,0.1,0,0,0.317,0,6.452,65.296,17.478,16.542,0.393,0,0,0,0,0,0,34.413,0,0,0,0,0,0,0,0,0,0,54.281,36.007,2.552,0.1,0,0,0.317,0,6.452,99.709,54.281,36.007,2.552,0.1,0,0,0.317,0,6.452,100,INITIAL,3/15/12,3/15/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120766,25339,7640,CYPRESS GAS MARKETING COMPANY,,Enterprise Products,1100 Louisiana,THIBODAUX,TX,77002,Natural Gas,,LOUISIANA,0,0,0,518,0,0,0, ,0,,,,, ,,,No,0,2.282,0,0,0,0,0,0,0,2.282,0,0,0,0,0,0,0,0,0,0,0,2.282,0,0,0,0,0,0,0,2.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.282,0,0,0,0,0,0,0,2,INITIAL,3/14/12,3/14/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120700,25648,7655,HUMPHREYS COUNTY UTILITY DISTRICT,,Humphreys County Utility District,304 NORTH CHURCH STREET  PO BOX 519,WAVERLY,TN,37185,Natural Gas,,TENNESSEE,0,0,0,,,,, ,,,,,, ,,,Yes,0,45,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,45,SUPPLEMENTAL,3/14/12,4/4/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120044,24047,7695,HUTCHINSON UTILITIES COMMISSION,,Hutchinson Utilities Commission,225 MICHIGAN STREET,HUTCHINSON,MN,55350,Natural Gas,,MINNESOTA,0,0,0,6170,,,, ,,,,,, ,,,No,0,93,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,93,INITIAL,2/3/12,2/3/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120357,25638,8035,CENTERPOINT ENERGY - ILLINOIS GAS TRANSMISSION COMPANY,,CenterPoint Energy,1111 LOUISIANA STREET,HOUSTON,TX,77002,Natural Gas,,ILLINOIS,0,1.934,1.934,959,,,, ,,,,,, ,,,No,0,75.501,0,0,0,0,0,0,0,75.501,0,0,0,0,0,0,0,0,0,0,0,75.501,0,0,0,0,0,0,0,75.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.501,0,0,0,0,0,0,0,76,SUPPLEMENTAL,3/8/12,3/30/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120218,24262,8070,INDIANA GAS CO INC,Vectren Corp.,Vectren Corp.,"211 NW RIVERSIDE DRIVE, Evansville",EVANSVILLE,IN,47708,Natural Gas,KENTUCKY,INDIANA,0,36.2,36.2,6176.3,0,0,0, ,0,,,,, ,,,No,0,700.2,0,0,0,0,0,0,0,700.2,0,0,0,0,0,0,0,0,0,0,0,700.2,0,0,0,0,0,0,0,700.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700.2,0,0,0,0,0,0,0,700,INITIAL,2/29/12,2/29/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120266,24317,8140,INLAND EMPIRE PAPER CO,,Inland Empire Paper Company,3320 N. ARGONNE,SPOKANE,WA,99212,Natural Gas,,WASHINGTON,0,0,0,168,,,, ,,,,,, ,,,No,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,INITIAL,3/3/12,3/3/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120647,25213,8160,INTERMOUNTAIN GAS CO,MDU Resources,Intermountain Gas Company,555 SOUTH COLE ROAD,BOISE,ID,83709,Natural Gas,,IDAHO,0,15.2,15.2,,,,, ,,,,,, ,,,Yes,0,306.3,0,0,0,0,0,0,0,306.3,0,0,0,0,0,0,0,0,0,0,0,306.3,0,0,0,0,0,0,0,306.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.3,0,0,0,0,0,0,0,306,INITIAL,3/13/12,3/13/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120670,27215,8166,PPL INTERSTATE ENERGY CO,"PPL Generation, LLC",PPL,TWO NORTH NINTH ST,ALLENTOWN,PA,18101,Natural Gas,,PENNSYLVANIA,0,15,15,32156,,,, ,,,,,, ,,,No,0,39.2,0,0,0,0,0,0,0,39.2,0,0,0,0,0,0,0,0,0,0,0,39.2,0,0,0,0,0,0,0,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2,0,0,0,0,0,0,0,39,SUPPLEMENTAL,3/14/12,6/24/13,7100.2-1 (Rev. 12-2012)
08/01/22,2011,20120858,25444,8170,ALLIANT ENERGY - INTERSTATE POWER AND LIGHT COMPANY,,Alliant Energy-Interstate Power Light Co,200 First Street SE,Cedar Rapids,IA,52401-1409,Natural Gas,,"ILLINOIS, IOWA",0,0.51,0.51,,,,, ,,,,,, ,,,Yes,0,544.89,0,0,0,0,249.3,0,0,794.19,0,0,0,0,0,0,0,0,0,0,0,544.89,0,0,0,0,249.3,0,0,794.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544.89,0,0,0,0,249.3,0,0,794,INITIAL,3/15/12,3/15/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120701,25271,8310,IROQUOIS GAS CORP,,Iroquois Gas Transmission System,"ONE CORPORATE DRIVE, SUITE 600",SHELTON,CT,06484,Natural Gas,"CONNECTICUT, NEW YORK",,1.66,41.14,42.8,315503059,,,, ,,0,,,, ,,,No,0,354.6,0,0,0,0,0,0,0,354.6,0,61.07,0,0,0,0,0,0,0,61.07,0,415.67,0,0,0,0,0,0,0,415.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415.67,0,0,0,0,0,0,0,416,INITIAL,3/14/12,3/14/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120966,25563,8326,ITAWAMBA INDUSTRIAL GAS CO,,Itawamba Industrial Gas,404 MUELLER ROAD P.O. BOX 849,FULTON,MS,38843,Natural Gas,MISSISSIPPI,,0,0,0,416000,,,, ,,,,,, ,,,No,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,22,0,0,0,0,0,0,0,22,INITIAL,3/16/12,3/16/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120527,25081,9011,J - W GATHERING CO,J-W Energy Company,J-W Gathering Company,P.O. BOX 226406,DALLAS,TX,75222,Natural Gas,,"LOUISIANA, TEXAS",0,0,0,7714.2,,,, ,,,,,, ,,,No,0,18.37,0,0,0,0,0,0,0,18.37,0,0,0,0,0,0,0,0,0,0,0,18.37,0,0,0,0,0,0,0,18.37,0,25.99,0,0,0,0,1.02,0,0,27.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.99,0,0,0,0,1.02,0,0,27.01,0,44.36,0,0,0,0,1.02,0,0,45,INITIAL,3/12/12,3/12/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120528,25082,9012,J - W PIPELINE CO,J-W Energy Company,J-W Pipeline Company,P. O. Box 226406,MAGNOLIA,TX,75222,Natural Gas,,"LOUISIANA, TEXAS",0,1.42,1.42,43897,,,, ,,,,,, ,,,No,0,32.53,0,0,0,0,0,0,0,32.53,0,0,0,0,0,0,0,0,0,0,0,32.53,0,0,0,0,0,0,0,32.53,0,15.28,0,0,0,0,0,0,0,15.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.28,0,0,0,0,0,0,0,15.28,0,47.81,0,0,0,0,0,0,0,48,INITIAL,3/12/12,3/12/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120525,25847,9171,"MARKWEST JAVELINA PIPELINE COMPANY, LLC","MarkWest Energy Partners, L.P.","MarkWest Energy Partners, L.P.","1515 Arapahoe St, Tower 1, Suite 1600",Denver,CO,80202,Hydrogen Gas,,TEXAS,0,6.1,6.1,,,,9874.836, ,,,,,, ,,,No,0,6.1,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,6,SUPPLEMENTAL,3/12/12,7/11/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120523,25846,9171,"MARKWEST JAVELINA PIPELINE COMPANY, LLC","MarkWest Energy Partners, L.P.","MarkWest Energy Partners, L.P.","1515 Arapahoe St, Tower 1, Suite 1600",Denver,CO,80202,Natural Gas,,TEXAS,0,15.7,15.7,41354.5,,,, ,,,,,, ,,,No,0,15.7,0,0,0,0,0,0,0,15.7,0,0,0,0,0,0,0,0,0,0,0,15.7,0,0,0,0,0,0,0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,0,0,0,0,0,0,16,SUPPLEMENTAL,3/12/12,7/11/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120230,24275,9200,JEFFERSON - COCKE CO UTIL DIST,,Jefferson Cocke County Utility District,122 HIGHWAY 25E,NEWPORT,TN,37821,Natural Gas,,TENNESSEE,0,0.48,0.48,,,,, ,,,,,, ,,,Yes,0,16.36,0,0,0,0,0,0,0,16.36,0,0,0,0,0,0,0,0,0,0,0,16.36,0,0,0,0,0,0,0,16.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.36,0,0,0,0,0,0,0,16,INITIAL,3/1/12,3/1/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120034,24036,10029,KANSAS INDUSTRIAL ENERGY SUPPPLY CO,,Kansas Industrial Energy Supply Company,P.O. BOX 780008    K06-92,WICHITA,KS,67278-0008,Natural Gas,KANSAS,KANSAS,0,0,0,176,,,, ,,,,,, ,,,No,0,4.4,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,4,INITIAL,1/31/12,1/31/12,7100.2-1 (Rev. 06-2011)
08/01/22,2011,20120249,24299,10030,SOURCEGAS LLC,,SourceGas,600 12 Street Suite 300,LAKEWOOD,CO,80401,Natural Gas,,"COLORADO, NEBRASKA, WYOMING",0,1.78,1.78,,,,, ,,,,,, ,,,Yes,140.499,1901.771,0,0,0,0,0.745,0,0,2043.015,0,0,0,0,0,0,0,0,0,0,140.499,1901.771,0,0,0,0,0.745,0,0,2043.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.499,1901.771,0,0,0,0,0.745,0,0,2043,INITIAL,3/2/12,3/2/12,7100.2-1 (Rev. 06-2011)
