"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records sorted by REPORT_YEAR, OPERATOR_ID, PARTA5COMMODITY, REPORT_NUMBER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAONSHORE,PARTB192MILESON,PARTBCLASS34MILESON,PARTBCLASS12MILESON,PARTBHCAOFFSHORE,PARTB192MILESOFF,PARTBCLASS34MILESOFF,PARTBCLASS12MILESOFF,PARTBHCATOTAL,PARTB192MILESTOTAL,PARTBCLASS34MILESTOTAL,PARTBCLASS12MILESTOTAL,PARTB1SMEM1,PARTB1SMEM2,PARTB1SMET,PARTB1RRM1,PARTB1RRM2,PARTB1RRT,PARTB1QUANM1,PARTB1QUANM2,PARTB1QUANT,PARTB1PROBM1,PARTB1PROBM2,PARTB1PROBT,PARTB1SBM1,PARTB1SBM2,PARTB1SBT,PARTB1OTHM1,PARTB1OTHM2,PARTB1OTHT,PARTB1M1T,PARTB1M2T,PARTB1MT,PARTCONNG,PARTCONPG,PARTCONSG,PARTCONHG,PARTCONLFG,PARTCONOG,PARTCOFFNG,PARTCOFFPG,PARTCOFFSG,PARTCOFFHG,PARTCOFFLFG,PARTCOFFOG,PARTCOGNAME,PARTCCHECK,PARTDTONCPB,PARTDTONCPC,PARTDTONCUB,PARTDTONCUC,PARTDTONCI,PARTDTONWI,PARTDTONP,PARTDTONC,PARTDTONO,PARTDTONTOTAL,PARTDTOFFCPB,PARTDTOFFCPC,PARTDTOFFCUB,PARTDTOFFCUC,PARTDTOFFCI,PARTDTOFFWI,PARTDTOFFP,PARTDTOFFC,PARTDTOFFO,PARTDTOFFTOTAL,PARTDTCPBTOTAL,PARTDTCPCTOTAL,PARTDTCUBTOTAL,PARTDTCUCTOTAL,PARTDTCITOTAL,PARTDTWITOTAL,PARTDTPTOTAL,PARTDTCTOTAL,PARTDTOTOTAL,PARTDTTOTAL,PARTDGONTACPB,PARTDGONTACPC,PARTDGONTACUB,PARTDGONTACUC,PARTDGONTACI,PARTDGONTAWI,PARTDGONTAP,PARTDGONTAC,PARTDGONTAO,PARTDGONATOTAL,PARTDGONTBCPB,PARTDGONTBCPC,PARTDGONTBCUB,PARTDGONTBCUC,PARTDGONTBCI,PARTDGONTBWI,PARTDGONTBP,PARTDGONTBC,PARTDGONTBO,PARTDGONBTOTAL,PARTDGONTCCPB,PARTDGONTCCPC,PARTDGONTCCUB,PARTDGONTCCUC,PARTDGONTCCI,PARTDGONTCWI,PARTDGONTCP,PARTDGONTCC,PARTDGONTCO,PARTDGONCTOTAL,PARTDGOFFCPB,PARTDGOFFCPC,PARTDGOFFCUB,PARTDGOFFCUC,PARTDGOFFCI,PARTDGOFFWI,PARTDGOFFP,PARTDGOFFC,PARTDGOFFO,PARTDGOFFTOTAL,PARTDGCPBTOTAL,PARTDGCPCTOTAL,PARTDGCUBTOTAL,PARTDGCUCTOTAL,PARTDGCITOTAL,PARTDGWITOTAL,PARTDGPTOTAL,PARTDGCTOTAL,PARTDGOTOTAL,PARTDGTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCITOTAL,PARTDWITOTAL,PARTDPTOTAL,PARTDCTOTAL,PARTDOTOTAL,PARTDTOTALMILES,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
03/01/24,2022,20231358,42825,31142,NORTH SLOPE BOROUGH ENERGY MANAGEMENT,PO BOX 626,BARROW,AK,99723,Natural Gas,,ALASKA,0.35,0,2.6,17.05,0,0,0,0,0.35,0,2.6,17.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637.22,,,,,,,,,,,,,No,0,11.2,0,8.8,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,11.2,0,8.8,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0,8.8,0,0,0,0,0,20,INITIAL,3/15/23,3/15/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20230872,42305,31145,PORTLAND NATURAL GAS TRANSMISSION SYSTEM,700 LOUISIANA STREET,HOUSTON,TX,77002,Natural Gas,"MAINE, NEW HAMPSHIRE, VERMONT",,20.637,35.27,0.32,131.858,0,0,0,0,20.637,35.27,0.32,131.858,0,0,0,0,0,0,0,20.637,20.637,0,0,0,0,0,0,0,0,0,0,20.637,20.637,125725.58,0,0,0,0,0,,,,,,,,No,0,188.086,0,0,0,0,0,0,0,188.086,0,0,0,0,0,0,0,0,0,0,0,188.086,0,0,0,0,0,0,0,188.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.086,0,0,0,0,0,0,0,188.086,INITIAL,3/13/23,3/13/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20230743,42168,31159,"KANSAS GAS SERVICE COMPANY, A DIVISION OF ONE GAS, INC.",7421 W 129TH,OVERLAND PARK,KS,66213,Natural Gas,,KANSAS,14.43,12.81,34.72,1473.92,0,0,0,0,14.43,12.81,34.72,1473.92,0,0,0,0,14.43,14.43,0,0,0,0,0,0,0,0,0,0,0,0,0,14.43,14.43,51361.947,,,,,,,,,,,,,No,0.03,1535.85,0,0,0,0,0,0,0,1535.88,0,0,0,0,0,0,0,0,0,0,0.03,1535.85,0,0,0,0,0,0,0,1535.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,1535.85,0,0,0,0,0,0,0,1535.88,INITIAL,3/13/23,3/13/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20231094,42634,31178,XTO ENERGY INC,22777 SPRINGWOODS VILLAGE PARKWAY,SPRING,TX,77389,Natural Gas,,"LOUISIANA, NEW MEXICO, OKLAHOMA, PENNSYLVANIA, TEXAS",0,0,2.8,18.6,0,0,0,0,0,0,2.8,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,,,,,,,,,,,,,No,0,21.401,0,0,0,0,0,0,0,21.401,0,0,0,0,0,0,0,0,0,0,0,21.401,0,0,0,0,0,0,0,21.401,0,71.5,0,0,0,0,0,0,0,71.5,0,0,0,0,0,0,0,0,0,0,0,845,0,0,0,0,8.3,0,0,853.3,0,0,0,0,0,0,0,0,0,0,0,916.5,0,0,0,0,8.3,0,0,924.8,0,937.901,0,0,0,0,8.3,0,0,946.201,SUPPLEMENTAL,3/14/23,3/15/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20230440,41840,31199,ALLIANCE PIPELINE L.P.,915 NORTH ELDRIDGE PARKWAY,HOUSTON,TX,77079,Natural Gas,"ILLINOIS, IOWA, MINNESOTA, NORTH DAKOTA",,22.28,29.21,0,915.2,0,0,0,0,22.28,29.21,0,915.2,0,0,0,0,0,0,0,22.28,22.28,0,0,0,0,0,0,0,0,0,0,22.28,22.28,626529,,,,,,,,,,,,,No,0,966.69,0,0,0,0,0,0,0,966.69,0,0,0,0,0,0,0,0,0,0,0,966.69,0,0,0,0,0,0,0,966.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966.69,0,0,0,0,0,0,0,966.69,INITIAL,3/7/23,3/7/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20231043,42486,31202,"ENABLE MIDSTREAM PARTNERS, LP",1300 Main Street,Houston,TX,77002,Natural Gas,,"ARKANSAS, LOUISIANA, OKLAHOMA, TEXAS",0.12,0,0.5,28.7,0,0,0,0,0.12,0,0.5,28.7,0,0,0,0,0,0,0,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0.12,0.12,102580.614,,,,,,,,,,,,,No,0,29.32,0,0,0,0,0,0,0,29.32,0,0,0,0,0,0,0,0,0,0,0,29.32,0,0,0,0,0,0,0,29.32,0,77.07,0,0,0,0,0,0,0,77.07,0,36.94,0,0,0,0,0,0,0,36.94,0,1080.86,0,0,0,0,0,0,0,1080.86,0,0,0,0,0,0,0,0,0,0,0,1194.87,0,0,0,0,0,0,0,1194.87,0,1224.19,0,0,0,0,0,0,0,1224.19,INITIAL,3/14/23,3/14/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20230486,41892,31225,CLEVELAND-CLIFFS STEEL CORPORATION,200 Public Square Suite 3400,Cleveland,OH,44114,Natural Gas,,OHIO,1.721,0.659,0.145,7.312,0,0,0,0,1.721,0.659,0.145,7.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26750.626,,,,,,,,,,,,,No,0,9.837,0,0,0,0,0,0,0,9.837,0,0,0,0,0,0,0,0,0,0,0,9.837,0,0,0,0,0,0,0,9.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.837,0,0,0,0,0,0,0,9.837,SUPPLEMENTAL,3/8/23,3/8/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20231330,42795,31228,"CALIFORNIA RESOURCES ELK HILLS, LLC",900 OLD RIVER ROAD,BAKERSFIELD,CA,93311,Natural Gas,,CALIFORNIA,0,0,0,23.7,0,0,0,0,0,0,0,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29240,,,,,,,,,,,,,,0,3,9.1,11.6,0,0,0,0,0,23.7,0,0,0,0,0,0,0,0,0,0,0,3,9.1,11.6,0,0,0,0,0,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.02,0,0,0,0,0,0,0,0,103.02,0,0,0,0,0,0,0,0,0,0,103.02,0,0,0,0,0,0,0,0,103.02,103.02,3,9.1,11.6,0,0,0,0,0,126.72,INITIAL,3/15/23,3/15/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20230149,41536,31232,AVISTA CORP,"1411 East Mission (PO Box 3727, 99220-3727)",Spokane,WA,99202,Natural Gas,,"OREGON, WASHINGTON",0,0,5.992,85.283,0,0,0,0,0,0,5.992,85.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,Yes,0,91.275,0,0,0,0,0,0,0,91.275,0,0,0,0,0,0,0,0,0,0,0,91.275,0,0,0,0,0,0,0,91.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.275,0,0,0,0,0,0,0,91.275,INITIAL,2/14/23,2/14/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20230082,42146,31245,ATI METALS,1600 OLD SALEM ROAD NE,ALBANY,OR,97321,Natural Gas,,OREGON,0.6,1.4,0.7,2.2,0,0,0,0,0.6,1.4,0.7,2.2,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,,,,,,,,,,,,,,No,0,4.9,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,4.9,SUPPLEMENTAL,2/8/23,3/12/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20231145,42596,31251,"MORTON INTERNATIONAL INC, - SALT DIVISION",RT 2 BOX 10,GRAND SALINE,TX,75140,Natural Gas,,TEXAS,0,0,0.136,2.585,0,0,0,0,0,0,0.136,2.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,,,,,,,,,,,,,0,2.721,0,0,0,0,0,0,0,2.721,0,0,0,0,0,0,0,0,0,0,0,2.721,0,0,0,0,0,0,0,2.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.721,0,0,0,0,0,0,0,2.721,INITIAL,3/14/23,3/14/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20230379,42268,31256,"JGE GAS SOLUTIONS, LP",5847 SAN FELIPE STREET SUITE 2850,HOUSTON,TX,77057,Natural Gas,,TEXAS,0.1,0,0.1,7.2,0,0,0,0,0.1,0,0.1,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3936,,,,,,,,,,,,,No,0,7.4,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,7.4,SUPPLEMENTAL,3/3/23,3/13/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20231028,42470,31269,KINDER MORGAN NORTH TEXAS PIPELINE,"1001 LOUISIANA ST, STE 1000",HOUSTON,TX,77002,Natural Gas,,TEXAS,7.42,12.267,0,62.733,0,0,0,0,7.42,12.267,0,62.733,0,0,0,0,7.42,7.42,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42,7.42,101145,,,,,,,,,,,,,,0,82.361,0,0.059,0,0,0,0,0,82.42,0,0,0,0,0,0,0,0,0,0,0,82.361,0,0.059,0,0,0,0,0,82.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.361,0,0.059,0,0,0,0,0,82.42,INITIAL,3/14/23,3/14/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20230906,42339,31286,"ONEOK GAS TRANSPORTATION, LLC",100 WEST FIFTH STREET,TULSA,OK,74103,Natural Gas,,OKLAHOMA,71.01,109.36,19.3,2404.15,0,0,0,0,71.01,109.36,19.3,2404.15,0,0,0,0,71.01,71.01,0,0,0,0,0,0,0,0,0,0,0,0,0,71.01,71.01,574962,,,,,,,,,,,,,No,0,2603.82,0,0,0,0,0,0,0,2603.82,0,0,0,0,0,0,0,0,0,0,0,2603.82,0,0,0,0,0,0,0,2603.82,0,1.98,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,83.21,0,0,0,0,0,0,0,83.21,0,0,0,0,0,0,0,0,0,0,0,85.19,0,0,0,0,0,0,0,85.19,0,2689.01,0,0,0,0,0,0,0,2689.01,INITIAL,3/13/23,3/13/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20231206,42665,31287,WILD GOOSE STORAGE LLC,"SUITE400,607-8TH AVE. SW",CALGARY,AB,T2P 0A7,Natural Gas,,CALIFORNIA,0.5,0.7,0,32.5,0,0,0,0,0.5,0.7,0,32.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,102421,,,,,,,,,,,,,No,0,33.7,0,0,0,0,0,0,0,33.7,0,0,0,0,0,0,0,0,0,0,0,33.7,0,0,0,0,0,0,0,33.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.7,0,0,0,0,0,0,0,33.7,INITIAL,3/15/23,3/15/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20230588,41998,31307,"DOW HYDROCARBONS & RESOURCES, INC",1000 COUNTY ROAD 340,ANGLETON,TX,77515,Natural Gas,,LOUISIANA,0,0,0,3.66,0,0,0,0,0,0,0,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2788,,,,,,,,,,,,,No,0,3.66,0,0,0,0,0,0,0,3.66,0,0,0,0,0,0,0,0,0,0,0,3.66,0,0,0,0,0,0,0,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66,0,0,0,0,0,0,0,3.66,INITIAL,3/9/23,3/9/23,7100.2-1 (Rev. 3-2022)
03/01/24,2022,20230009,41392,31312,WEST PHOENIX POWER PLANT,4606 W. HADLEY,PHOENIX,AZ,85043,Natural Gas,,ARIZONA,0,0,0,1.079,0,0,0,0,0,0,0,1.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19265.9,,,,,,,,,,,,,No,0,1.079,0,0,0,0,0,0,0,1.079,0,0,0,0,0,0,0,0,0,0,0,1.079,0,0,0,0,0,0,0,1.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.079,0,0,0,0,0,0,0,1.079,INITIAL,2/1/23,2/1/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230015,41398,31313,ACME BRICK LATERAL - KN ENGERY,1615 GRISBY FORD ROAD PO BOX 250,MALVERN,AR,72104,Natural Gas,,ARKANSAS,0,1,0,8,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566566,,,,,,,,,,,,,No,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,INITIAL,2/1/23,2/1/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20231187,42968,31316,COLORADO NATURAL GAS INC.,10825 E. GEDDES AVENUE SUITE 410,CENTENNIAL,CO,80112,Natural Gas,,COLORADO,0,0,2.11,4.39,0,0,0,0,0,0,2.11,4.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,Yes,0,6.5,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,6.5,SUPPLEMENTAL,3/15/23,5/2/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230300,41693,31330,CLECO POWER LLC,2030 DONAHUE FERRY ROAD,PINEVILLE,LA,71360,Natural Gas,,LOUISIANA,0,0.38,0,8.08,0,0,0,0,0,0.38,0,8.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7601,,,,,,,,,,,,,No,0,8.46,0,0,0,0,0,0,0,8.46,0,0,0,0,0,0,0,0,0,0,0,8.46,0,0,0,0,0,0,0,8.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.46,0,0,0,0,0,0,0,8.46,INITIAL,3/1/23,3/1/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230505,42008,31335,"MARITIMES & NORTHEAST PIPELINE, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",915 NORTH ELDRIDGE PARKWAY,HOUSTON,TX,77079,Natural Gas,"MAINE, MASSACHUSETTS, NEW HAMPSHIRE",,74.74,63.32,0,205.22,0,0,0,0,74.74,63.32,0,205.22,0,0,0,0,0,0,0,74.74,74.74,0,0,0,0,0,0,0,0,0,0,74.74,74.74,140002,,,,,,,,,,,,,No,0,343.28,0,0,0,0,0,0,0,343.28,0,0,0,0,0,0,0,0,0,0,0,343.28,0,0,0,0,0,0,0,343.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.28,0,0,0,0,0,0,0,343.28,SUPPLEMENTAL,3/8/23,3/9/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230533,41939,31341,OLIKTOK PIPELINE COMPANY,PO BOX 100360,ANCHORAGE,AK,99501,Natural Gas,,ALASKA,0,0.307,0,27.622,,,,,0,0.307,0,27.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13623.146,,,,,,,,,,,,,No,0,0,26.494,1.435,0,0,0,0,0,27.929,0,0,0,0,0,0,0,0,0,0,0,0,26.494,1.435,0,0,0,0,0,27.929,0,0,0.227,0.012,0,0,0,0,0,0.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0.012,0,0,0,0,0,0.239,0,0,26.721,1.447,0,0,0,0,0,28.168,INITIAL,3/8/23,3/8/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230786,42214,31348,ATMOS ENERGY CORPORATION - MID-TEX,5430 LBJ FREEWAY SUITE 1800,DALLAS,TX,75240,Natural Gas,,TEXAS,95.938,72.008,85.353,120.805,0,0,0,0,95.938,72.008,85.353,120.805,0,0,0,0,95.938,95.938,0,0,0,0,0,0,0,0,0,0,0,0,0,95.938,95.938,,,,,,,,,,,,,,Yes,0.017,374.335,0,0,0,0,0,0,0,374.352,0,0,0,0,0,0,0,0,0,0,0.017,374.335,0,0,0,0,0,0,0,374.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,374.335,0,0,0,0,0,0,0,374.352,INITIAL,3/13/23,3/13/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230277,41670,31356,"VECTOR PIPELINE, L.P.",915 NORTH ELDRIDGE PARKWAY,HOUSTON,TX,77079,Natural Gas,"ILLINOIS, INDIANA, MICHIGAN",,55.18,96.29,0,125.96,0,0,0,0,55.18,96.29,0,125.96,0,0,0,0,0,0,0,55.18,55.18,0,0,0,0,0,0,0,0,0,0,55.18,55.18,651078,,,,,,,,,,,,,No,0,277.43,0,0,0,0,0,0,0,277.43,0,0,0,0,0,0,0,0,0,0,0,277.43,0,0,0,0,0,0,0,277.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.43,0,0,0,0,0,0,0,277.43,INITIAL,3/1/23,3/1/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230926,42359,31365,"AMERICAN MIDSTREAM (SEACREST), LP","THIRD COAST MIDSTREAM, LLC PO BOX 1227",HOUSTON,TX,77251,Natural Gas,"LOUISIANA, OCS-Gulf of Mexico",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.29,0,0,0,0,0,0,0,48.29,0,48.29,0,0,0,0,0,0,0,48.29,0,48.29,0,0,0,0,0,0,0,48.29,INITIAL,3/14/23,3/14/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230962,42397,31368,SMARR ENERGY FACILITY,1077 RUMBLE RD,FORSYTH,GA,31029,Natural Gas,,GEORGIA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,Yes,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,INITIAL,3/14/23,3/14/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20231328,42793,31371,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC",4200 WESTHEIMER ROAD # 975,HOUSTON,TX,77027,Hydrogen Gas,,TEXAS,0,0,0,2.475,0,0,0,0,0,0,0,2.475,0,0,0,0,2.475,2.475,0,0,0,0,0,0,0,0,0,0,0,0,0,2.475,2.475,,,,621.357,,,,,,,,,,No,0,2.475,0,0,0,0,0,0,0,2.475,0,0,0,0,0,0,0,0,0,0,0,2.475,0,0,0,0,0,0,0,2.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.475,0,0,0,0,0,0,0,2.475,INITIAL,3/15/23,3/15/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20231326,42791,31371,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC",4200 WESTHEIMER ROAD # 975,HOUSTON,TX,77027,Natural Gas,,TEXAS,0.362,0.222,0.334,17.449,0,0,0,0,0.362,0.222,0.334,17.449,0,0,0,0,18.366,18.366,0,0,0,0,0,0,0,0,0,0,0,0,0,18.366,18.366,23.958,,,,,,,,,,,,,No,0,18.367,0,0,0,0,0,0,0,18.367,0,0,0,0,0,0,0,0,0,0,0,18.367,0,0,0,0,0,0,0,18.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.367,0,0,0,0,0,0,0,18.367,INITIAL,3/15/23,3/15/23,7100.2-1 (Rev. 3-2022)
