"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records sorted by REPORT_YEAR, OPERATOR_ID, PARTA5COMMODITY, REPORT_NUMBER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA2NAMEOFPARENT_COM,PARTA4NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAOFFSHORE,PARTBHCAONSHORE,PARTBHCATOTAL,PARTCONNG,PARTCONPG,PARTCONSG,PARTCONHG,PARTCONLFG,PARTCONOG,PARTCOFFNG,PARTCOFFPG,PARTCOFFSG,PARTCOFFHG,PARTCOFFLFG,PARTCOFFOG,PARTCOGNAME,PARTCCHECK,PARTDTONCPB,PARTDTONCPC,PARTDTONCUB,PARTDTONCUC,PARTDTONCI,PARTDTONWI,PARTDTONP,PARTDTONC,PARTDTONO,PARTDTONTOTAL,PARTDTOFFCPB,PARTDTOFFCPC,PARTDTOFFCUB,PARTDTOFFCUC,PARTDTOFFCI,PARTDTOFFWI,PARTDTOFFP,PARTDTOFFC,PARTDTOFFO,PARTDTOFFTOTAL,PARTDTCPBTOTAL,PARTDTCPCTOTAL,PARTDTCUBTOTAL,PARTDTCUCTOTAL,PARTDTCITOTAL,PARTDTWITOTAL,PARTDTPTOTAL,PARTDTCTOTAL,PARTDTOTOTAL,PARTDTTOTAL,PARTDGONTACPB,PARTDGONTACPC,PARTDGONTACUB,PARTDGONTACUC,PARTDGONTACI,PARTDGONTAWI,PARTDGONTAP,PARTDGONTAC,PARTDGONTAO,PARTDGONATOTAL,PARTDGONTBCPB,PARTDGONTBCPC,PARTDGONTBCUB,PARTDGONTBCUC,PARTDGONTBCI,PARTDGONTBWI,PARTDGONTBP,PARTDGONTBC,PARTDGONTBO,PARTDGONBTOTAL,PARTDGOFFCPB,PARTDGOFFCPC,PARTDGOFFCUB,PARTDGOFFCUC,PARTDGOFFCI,PARTDGOFFWI,PARTDGOFFP,PARTDGOFFC,PARTDGOFFO,PARTDGOFFTOTAL,PARTDGCPBTOTAL,PARTDGCPCTOTAL,PARTDGCUBTOTAL,PARTDGCUCTOTAL,PARTDGCITOTAL,PARTDGWITOTAL,PARTDGPTOTAL,PARTDGCTOTAL,PARTDGOTOTAL,PARTDGTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCITOTAL,PARTDWITOTAL,PARTDPTOTAL,PARTDCTOTAL,PARTDOTOTAL,PARTDTOTALMILES,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
08/01/22,2010,20110365,22403,15485,CONOCOPHILLIPS COMPANY,,Phillips Utility Gas Corporation,600 N. Dairy Ashford  CH-1038B,BARTLESVILLE,Texas,77079,Natural Gas,,TEXAS,0,0,0,770232.145,,,, ,,,,,, ,,,,0,24.261,0,0,0,0,0,0,0,24.261,0,0,0,0,0,0,0,0,0,0,0,24.261,0,0,0,0,0,0,0,24.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.261,0,0,0,0,0,0,0,24,INITIAL,8/11/11,8/11/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110437,22481,15518,PIEDMONT NATURAL GAS CO INC,,Piedmont Natural Gas,4720 Piedmont Row Dr.,CHARLOTTE,NC,28210,Natural Gas,,"NORTH CAROLINA, SOUTH CAROLINA, TENNESSEE",0,207.3,207.3,0,0,0,0, ,0,,,,, ,,,,0,2716,0,0,0,0,0,0,0,2716,0,0,0,0,0,0,0,0,0,0,0,2716,0,0,0,0,0,0,0,2716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2716,0,0,0,0,0,0,0,2716,INITIAL,8/12/11,8/12/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110226,22245,15589,PINE PIPELINE INC,,Atmos Energy Coorporartion,PO Box 650205,WEST MONROE,TX,75265-0205,Natural Gas,,LOUISIANA,0,0.4,0.4,0,0,0,0, ,0,,,,, ,,,,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,21,INITIAL,8/5/11,8/5/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20120029,24031,15602,PIONEER NATURAL GAS CO,,Pioneer Natural Resources,P.O. Box 585,AMARILLO,TX,78145,Natural Gas,,TEXAS,,,,32000000,,,, ,,,,,, ,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,INITIAL,1/28/12,1/28/12,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110854,22939,15645,PLACID PIPELINE COMPANY LLC,,Placid Pipeline Company LLC,1940 LA Hwy 1 North,MT BELVIEU,LA,70767,Natural Gas,,LOUISIANA,0,2,2,2700,0,0,0, ,0,,,,, ,,,,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,INITIAL,8/18/11,8/18/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110906,23011,15652,"PLAINS, CITY OF",,City of Plains,1015 Ave F,PLAINS,TX,79355,Natural Gas,,TEXAS,0,9,9,0,,,, ,,,,,, ,,,,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,INITIAL,8/31/11,8/31/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110202,22219,15790,PONTCHARTRAIN NATURAL GAS SYSTEM,,Enterprise Products,1100 Louisiana,THIBODAUX,TX,77002,Natural Gas,,LOUISIANA,0,0,0,21055,0,0,0, ,0,,,,, ,,,,0,1.799,0,0,0,0,0,0,0,1.799,0,0,0,0,0,0,0,0,0,0,0,1.799,0,0,0,0,0,0,0,1.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.799,0,0,0,0,0,0,0,2,INITIAL,8/4/11,8/4/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20121118,25868,15815,PRAIRIE PIPELINE CO,,Prairie Pipeline Co.,9319 LBJ FREEWAY #205,DALLAS,TX,75243,Natural Gas,,TEXAS,0,0,0,,,,,,,,,,,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,7,3,3,1,0,0,0,0,0,0,7,INITIAL,8/1/12,8/1/12,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110750,22814,15825,PPG INDUSTRIES INC,,PPG Industries,440 College Park Drive,Monroeville,PA,15146,Natural Gas,,LOUISIANA,0,0.17,0.17,7497654,,,, ,,,,,, ,,,,0,0.7,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,1,INITIAL,8/15/11,8/15/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110751,24268,15825,PPG INDUSTRIES INC,,PPG Industries,440 College Park Drive,Monroeville,PA,15146,Other Gas-Chlorine,,LOUISIANA,0,4.47,4.47,,,,, ,2627.1,,,,, ,,,No,0,4.47,0,0,0,0,0,0,0,4.47,0,0,0,0,0,0,0,0,0,0,0,4.47,0,0,0,0,0,0,0,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47,0,0,0,0,0,0,0,4,SUPPLEMENTAL,8/15/11,3/1/12,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110752,23060,15825,PPG INDUSTRIES INC,,PPG Industries,440 College Park Drive,Monroeville,PA,15146,Other Gas-Ethylene,"LOUISIANA, TEXAS",,0,3.56,3.56,,,,, ,3257.2,,,,, ,,,No,0,37.61,0,0,0,0,0,0,0,37.61,0,0,0,0,0,0,0,0,0,0,0,37.61,0,0,0,0,0,0,0,37.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.61,0,0,0,0,0,0,0,38,SUPPLEMENTAL,8/15/11,9/16/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110419,22463,15931,PUBLIC SERVICE CO OF COLORADO,Xcel Energy,PUBLIC SERVICE CO OF COLORADO,1800 Larimer Street,DENVER,CO,80202,Natural Gas,,COLORADO,0,424,424,0,0,0,0, ,0,,,,, ,,,,651.3,1659,0,0,0,0,0,0,0,2310.3,0,0,0,0,0,0,0,0,0,0,651.3,1659,0,0,0,0,0,0,0,2310.3,46.3,74.1,0,0,0,0,0,0,0,120.4,4.3,7,0,0,0,0,0,0,0,11.3,0,0,0,0,0,0,0,0,0,0,50.6,81.1,0,0,0,0,0,0,0,131.7,701.9,1740.1,0,0,0,0,0,0,0,2442,INITIAL,8/11/11,8/11/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110497,22544,15938,PUBLIC SERVICE CO OF NORTH CAROLINA,PUBLIC SERVICE CO OF NORTH CAROLINA,PUBLIC SERVICE CO OF NORTH CAROLINA,800 Gaston Road,GASTONIA,NC,28056,Natural Gas,,NORTH CAROLINA,0,63,63,0,,,, ,,,,,, ,,,,0,596,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,596,INITIAL,8/12/11,8/12/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110143,22157,15952,PUBLIC SERVICE ELECTRIC & GAS CO,,Public Service Electric & Gas Company,80 Park Plaza MC - T14,NEWARK,NJ,07102,Natural Gas,,NEW JERSEY,0,40.3,40.3,0,0,0,0, ,0,,,,, ,,,,0,61.5,0,0,0,0,0,0,0,61.5,0,0,0,0,0,0,0,0,0,0,0,61.5,0,0,0,0,0,0,0,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.5,0,0,0,0,0,0,0,62,INITIAL,8/1/11,8/1/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110454,25716,16667,ENERGY NORTH NATURAL GAS INC,National Grid,National Grid,40 Sylvan Rd.,MANCHESTER,MA,02451-1120,Natural Gas,,NEW HAMPSHIRE,0,2.8,2.8,,,,, ,,,,,, ,,,Yes,0,2.8,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,3,SUPPLEMENTAL,8/12/11,4/23/12,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110129,35068,17090,RATON GAS TRANSMISSION CO,,,223 N GUADALUPE ST #306,RATON,NM,87501,Natural Gas,"COLORADO, NEW MEXICO",,0,0,0,1258.427,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUPPLEMENTAL,7/28/11,8/8/18,7100.2-1 (Rev. 10-2014)
08/01/22,2010,20110911,23061,17325,RICHARDSON FUELS INC,"BOPCO, L.P.","BOPCO, L.P.",201 MAIN STREET SUITE 3000,FORT WORTH,TX,76102,Natural Gas,,TEXAS,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0,0,2,4,SUPPLEMENTAL,9/1/11,9/19/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110382,22420,17360,"RICHMOND, CITY OF",,City of Richmond - DPU,730 E. BROAD STREET,RICHMOND,VA,23219,Natural Gas,,VIRGINIA,0,0.014,0.014,0,0,0,0, ,0,,,,, ,,,,0,0.014,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,INITIAL,8/11/11,8/11/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110482,25406,17540,ROANOKE GAS CO,,Roanoke Gas Company,519 KIMBALL AVE,ROANOKE,VA,24016,Natural Gas,,VIRGINIA,0,2.06,2.06,0,0,0,0, ,0,,,,, ,,,,0,65.9,0,0,0,0,0,0,0,65.9,0,0,0,0,0,0,0,0,0,0,0,65.9,0,0,0,0,0,0,0,65.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.9,0,0,0,0,0,0,0,66,SUPPLEMENTAL,8/12/11,3/15/12,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110961,23086,17570,ROCHESTER GAS & ELECTRIC CORP,Iberdrola USA,ROCHESTER GAS & ELECTRIC CORP,89 EAST AVENUE,ROCHESTER,NY,14649,Natural Gas,,NEW YORK,0,8.68,8.68,0,,,, ,,,,,, ,,,,0,106,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,106,INITIAL,10/7/11,10/7/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110473,22519,17620,ROCKY MOUNTAIN NATURAL GAS CO INC,SourceGas,SourceGas,"370 VAN GORDON STREET, SUITE 4000",LAKEWOOD,CO,80228,Natural Gas,,COLORADO,0,8.32,8.32,26063.3,0,0,0, ,0,0,0,0,0, ,0,,No,0,542.9,0,0,0,0,0,0,0,542.9,0,0,0,0,0,0,0,0,0,0,0,542.9,0,0,0,0,0,0,0,542.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542.9,0,0,0,0,0,0,0,543,INITIAL,8/12/11,8/12/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20120134,24159,17681,ROSEBURG FOREST PRODUCTS CO,,Roseburg Forest Products,10500 OLD HIGHWAY 99 SOUTH,ROSEBURG,OR,97432,Natural Gas,,OREGON,0,0.8,0.8,505,,,, ,,,,,, ,,,No,0,2.8,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,3,INITIAL,2/20/12,2/20/12,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110422,22466,18012,SABINE PIPELINE LLC,,Sabine Pipe Line LLC,2811 HAYES ROAD,HOUSTON,TX,77082,Natural Gas,"LOUISIANA, TEXAS",,0,1.4,1.4,27983,,,, ,,,,,, ,,,,0,132.1,0,0,0,0,0,0,0,132.1,0,0,0,0,0,0,0,0,0,0,0,132.1,0,0,0,0,0,0,0,132.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.1,0,0,0,0,0,0,0,132,INITIAL,8/11/11,8/11/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110146,22160,18084,ST LAWRENCE GAS CO INC,,ST LAWRENCE GAS CO INC,33 STEARNS STREET,MASSENA,NY,13662,Natural Gas,,NEW YORK,0,2.04,2.04,0,0,0,0, ,0,,,,, ,,,,0,90.63,0,0,0,0,0,0,0,90.63,0,0,0,0,0,0,0,0,0,0,0,90.63,0,0,0,0,0,0,0,90.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.63,0,0,0,0,0,0,0,91,INITIAL,8/2/11,8/2/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110582,22630,18104,CPS ENERGY,,CPS Energy,145 NAVARRO P.O. BOX 1771,SAN ANTONIO,TX,78296,Natural Gas,,TEXAS,0,9.61,9.61,0,0,0,0, ,0,0,0,0,0, ,0,,,0,86.3,0,0,0,0,0,0,0,86.3,0,0,0,0,0,0,0,0,0,0,0,86.3,0,0,0,0,0,0,0,86.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.3,0,0,0,0,0,0,0,86,INITIAL,8/15/11,8/15/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110761,22825,18112,SAN DIEGO GAS & ELECTRIC CO,SEMPRA ENERGY,SAN DIEGO GAS AND ELECTRIC,"8326 CENTURY PARK COURT, SAN DIEGO",SAN DIEGO,CA,92123-4150,Natural Gas,,CALIFORNIA,0,178,178,0,,,, ,,,,,, ,,,,0,251,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,251,INITIAL,8/15/11,8/15/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110245,22264,18152,SEA ROBIN PIPELINE CO,,Sea Robin Pipeline Company,5444 WESTHEIMER ROAD,HOUSTON,TX,77056-5306,Natural Gas,LOUISIANA,,0,0,0,168271,,,, ,,168271,,,, ,,,,0,23.5,0,0,0,0,0,0,0,23.5,0,366.2,0,0,0,0,0,0,0,366.2,0,389.7,0,0,0,0,0,0,0,389.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389.7,0,0,0,0,0,0,0,390,INITIAL,8/5/11,8/5/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110416,22460,18156,SEADRIFT PIPELINE CORP,THE DOW CHEMICAL COMPANY,SEADRIFT PIPELINE CORP,7802 SH 185 NORTH,PORT LAVACA,TX,77983,Natural Gas,,TEXAS,0,0.6,0.6,6481,,,, ,,,,,, ,,,,0,83.17,0,0,0,0,0,0,0,83.17,0,0,0,0,0,0,0,0,0,0,0,83.17,0,0,0,0,0,0,0,83.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.17,0,0,0,0,0,0,0,83,INITIAL,8/11/11,8/11/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110423,22467,18156,SEADRIFT PIPELINE CORP,THE DOW CHEMICAL COMPANY,SEADRIFT PIPELINE CORP,7802 SH 185 NORTH,PORT LAVACA,TX,77983,Other Gas-ethylene,,TEXAS,0,4.4,4.4,,,,, ,8868,,,,, ,,,,0,163.9,0,0,0,0,0,0,0,163.9,0,0,0,0,0,0,0,0,0,0,0,163.9,0,0,0,0,0,0,0,163.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.9,0,0,0,0,0,0,0,164,INITIAL,8/11/11,8/11/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20120001,23173,18199,JOHN H. HAYS,,John H. Hays,PO BOX 1327,GRAHAM,TX,76450,Natural Gas,,TEXAS,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,11,0,2,0,0,0,0,9,0,0,11,INITIAL,1/3/12,1/3/12,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110848,22930,18201,SENECA RESOURCES CORP,,Seneca Resources,2131 Mars Ct,HOUSTON,Ca,93308,Natural Gas,,"CALIFORNIA, TEXAS",0,0,0,2164,0,0,0, ,0,0,0,0,0, ,0,,,0,3.7,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,3.7,0,7.5,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,4.9,0,12.4,0,0,0,0,0,0,0,12.4,0,16.1,0,0,0,0,0,0,0,16,INITIAL,8/17/11,8/17/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110835,25214,18273,SHELL PIPELINE CORP,,Shell Pipeline Company LP,"777 Walker, PO Box 2648",HOUSTON,TX,77252,Natural Gas,OCS-Gulf of Mexico,,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,230,0,230,0,0,0,0,0,0,0,230,0,230,0,0,0,0,0,0,0,230,SUPPLEMENTAL,8/17/11,3/13/12,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110352,22950,18273,SHELL PIPELINE CORP,,Shell Pipeline Company LP,"777 Walker Street, PO Box 2648",HOUSTON,TX,77252,Other Gas-Dry Gas,,"LOUISIANA, TEXAS",0,15.8,15.8,,,,, ,27595,,,,, ,,,,0,62.48,0,0,0,0,0,0,0,62.48,0,0,0,0,0,0,0,0,0,0,0,62.48,0,0,0,0,0,0,0,62.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.48,0,0,0,0,0,0,0,62,SUPPLEMENTAL,8/10/11,8/18/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20111006,23151,18286,SHELL WESTERN E & P INC - CENTRAL DIV,,Shell Offshore Inc.- Yellowhammer Unit,13700 Dauphin Island,DENVER CITY,Al,36523,Natural Gas,ALABAMA,,0,18,18,75,,,, ,,0,,,, ,,,,0,18,0,0,18,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,36,0,38,0,0,38,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,38,0,0,0,0,76,0,56,0,0,56,0,0,0,0,112,INITIAL,12/12/11,12/12/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110801,22867,18308,NV Energy,,NV Energy,PO BOX 10100,RENO,NV,89520-0024,Natural Gas,,NEVADA,0,8.078,8.078,251.64,,,, ,,,,,, ,,,,0,8.338,0,0,0,0,0,0,0,8.338,0,0,0,0,0,0,0,0,0,0,0,8.338,0,0,0,0,0,0,0,8.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.338,0,0,0,0,0,0,0,8,INITIAL,8/16/11,8/16/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110053,22055,18336,SIOUX CENTER MUNICIPAL GAS UTILITY,,SIOUX CENTER MUNICIPAL GAS UTILITY,335 1ST AVENUE NW,SIOUX CENTER,IA,51250,Natural Gas,,IOWA,,,,1721.7,,,, ,,,,,, ,,,,0,4.72,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,5,INITIAL,7/19/11,7/19/11,7100.2-1 (Rev. 06-2011)
08/01/22,2010,20110309,22345,18340,SIPCO GAS TRANSMISSION CORP,SUPERIOR NATURAL GAS CORPORATION,SIPCO GAS TRANSMISSION CORP,"1100 LOUISIANA ST, SUITE 350",HOUSTON,TX,77002,Natural Gas,,TEXAS,0,0,0,0,0,0,0, ,0,,,,, ,,,,0,1.1,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,1,INITIAL,8/10/11,8/10/11,7100.2-1 (Rev. 06-2011)
