Operator ID,Pdf,Operator Name,Report ID,Incident Date,Incident City,Incident County,Incident State,Significant?,Part System,Serious?,Public Evacuation?,HCA?,Onsite Response Time,Install Year Failed Item,Cause,SubCause,# of Fatalities,# of Injuries,Total Cost,Public Property Damage,Incident Year,InTER or InTRA,IM Safety Program
2616,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=95796 "" > Pdf</A>","COLUMBIA GAS TRANSMISSION, LLC",20200087,2020-07-29,MCCOOLE,ALLEGANY,MARYLAND,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,1966,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,0,0,122026,0,2020,INTERSTATE,TRANSCANADA
2616,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=96107 "" > Pdf</A>","COLUMBIA GAS TRANSMISSION, LLC",20180104,2018-09-26,PEIDMONT,MINERAL,WEST VIRGINIA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,72,1906,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,3865014,0,2018,INTERSTATE,TRANSCANADA
2616,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=99486 "" > Pdf</A>","COLUMBIA GAS TRANSMISSION, LLC",20220003,2021-12-06,BAISDEN,MINGO,WEST VIRGINIA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,-113,1997,ALL OTHER CAUSES,UNKNOWN,0,0,161985,0,2021,INTERSTATE,TRANSCANADA
2616,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=99787 "" > Pdf</A>","COLUMBIA GAS TRANSMISSION, LLC",20200014,2020-01-29,DILLSBURG,YORK COUNTY,PENNSYLVANIA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,1972,CORROSION,EXTERNAL,0,0,1492859,0,2020,INTERSTATE,TRANSCANADA
2620,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=100566 "" > Pdf</A>","COLUMBIA GULF TRANSMISSION, LLC",20200009,2020-01-17,NOT WITHIN A MUNICIPALITY,TERREBONNE PARISH,LOUISIANA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,60,2006,ALL OTHER CAUSES,MISCELLANEOUS,0,0,2480270,0,2020,INTERSTATE,TRANSCANADA
2620,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=11447 "" > Pdf</A>","COLUMBIA GULF TRANSMISSION, LLC",20120011,2012-01-02,IRVINE,ESTILL,KENTUCKY,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,Yes,No,,1965,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0,0,1688065,100000,2012,INTERSTATE,NISOURCE
2620,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=15222 "" > Pdf</A>","COLUMBIA GULF TRANSMISSION, LLC",20130018,2013-01-26,PECAN ISLAND,VERMILLION,LOUISIANA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,1979,MATERIAL FAILURE OF PIPE OR WELD,ENVIRONMENTAL CRACKING-RELATED,0,0,1225547,0,2013,INTERSTATE,NISOURCE
2620,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=18983 "" > Pdf</A>","COLUMBIA GULF TRANSMISSION, LLC",20140027,2014-02-13,KNIFLEY,ADAIR,KENTUCKY,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,1965,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0,0,1800013,550000,2014,INTERSTATE,NISOURCE
2620,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=26745 "" > Pdf</A>","COLUMBIA GULF TRANSMISSION, LLC",20140143,2013-10-13,VILLE PLATTE,EVANGELINE,LOUISIANA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,2013,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,158544,0,2013,INTERSTATE,NISOURCE
2620,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=29626 "" > Pdf</A>","COLUMBIA GULF TRANSMISSION, LLC",20140056,2014-04-25,DELHI,MADISON,LOUISIANA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,2009,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,289450,0,2014,INTERSTATE,NISOURCE
2620,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=37146 "" > Pdf</A>","COLUMBIA GULF TRANSMISSION, LLC",20160096,2016-11-25,PATTERSON,ST. MARYS,LOUISIANA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,1954,CORROSION,EXTERNAL,0,0,1502622,0,2016,INTERSTATE,NISOURCE
2620,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=38991 "" > Pdf</A>","COLUMBIA GULF TRANSMISSION, LLC",20140137,2014-11-17,BOURG,LAFROUCHE PARRISH,LOUISIANA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,15,1954,OTHER OUTSIDE FORCE DAMAGE,MARITIME EQUIPMENT OR VESSEL ADRIFT,0,0,794965,0,2014,INTERSTATE,NISOURCE
2704,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=10606 "" > Pdf</A>",CONSOLIDATED EDISON CO OF NEW YORK,20120120,2012-11-14,EASTCHESTER,WESTCHESTER,NEW YORK,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,Yes,0,1948,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,122522,0,2012,INTRASTATE,CONSOLIDATED EDISON CO OF NEW YORK
2704,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=10616 "" > Pdf</A>",CONSOLIDATED EDISON CO OF NEW YORK,20120119,2012-11-10,WHITE PLAINS,WESTCHESTER,NEW YORK,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,Yes,0,1948,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,1262048,0,2012,INTRASTATE,CONSOLIDATED EDISON CO OF NEW YORK
2704,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=7335 "" > Pdf</A>",CONSOLIDATED EDISON CO OF NEW YORK,20120016,2012-01-23,NEW YORK,BRONX,NEW YORK,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,Yes,0,1948,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,390107,0,2012,INTRASTATE,CONSOLIDATED EDISON CO OF NEW YORK
2704,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=99390 "" > Pdf</A>",CONSOLIDATED EDISON CO OF NEW YORK,20210113,2021-11-07,NEW YORK CITY,NEW YORK,NEW YORK,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,Yes,-1803,1959,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,0,0,192232,0,2021,INTRASTATE,CONSOLIDATED EDISON CO OF NEW YORK
2714,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=10597 "" > Pdf</A>","EASTERN GAS TRANSMISSION AND STORAGE, INC.",20120012,2012-01-06,LUTHERSBURG,CLEARFIELD,PENNSYLVANIA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,Yes,0,1969,ALL OTHER CAUSES,MISCELLANEOUS,0,0,121301,0,2012,INTERSTATE,"DOMINION TRANSMISSION, INC"
2714,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=51429 "" > Pdf</A>","EASTERN GAS TRANSMISSION AND STORAGE, INC.",20170109,2017-10-21,MCWHORTER,HARRISON,WEST VIRGINIA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,405,1977,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,97859,0,2017,INTERSTATE,"DOMINION TRANSMISSION, INC"
2731,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=57428 "" > Pdf</A>",CHEVRON PIPE LINE CO,20180113,2018-10-17,BAY POINT,CONTRA COSTA,CALIFORNIA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,Yes,No,-21,2003,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,0,0,430307,0,2018,INTRASTATE,CHEVRON
2731,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=96008 "" > Pdf</A>",CHEVRON PIPE LINE CO,20200007,2019-12-31,BAYOU VISTA,ST. MARY,LOUISIANA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,,CORROSION,INTERNAL,0,0,628638,0,2019,INTRASTATE,CHEVRON
2748,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=30248 "" > Pdf</A>",CONSUMERS ENERGY CO,20150075,2015-05-04,CHELSEA,WASHTENAW,MICHIGAN,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,111,1949,MATERIAL FAILURE OF PIPE OR WELD,ENVIRONMENTAL CRACKING-RELATED,0,0,5439148,0,2015,INTRASTATE,CONSUMERS
2748,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=42302 "" > Pdf</A>",CONSUMERS ENERGY CO,20170116,2017-09-21,WEST BLOOMFIELD,OAKLAND,MICHIGAN,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,Yes,27,1980,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,0,0,106874,0,2017,INTRASTATE,CONSUMERS
2748,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=47586 "" > Pdf</A>",CONSUMERS ENERGY CO,20170124,2017-11-20,ORION CHARTER TOWNSHIP,OAKLAND,MICHIGAN,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,52,1951,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,7256710,300000,2017,INTRASTATE,CONSUMERS
2748,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=95251 "" > Pdf</A>",CONSUMERS ENERGY CO,20200054,2020-04-20,WATERFORD,OAKLAND,MICHIGAN,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,Yes,0,1968,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0,0,1008620,0,2020,INTRASTATE,CONSUMERS
4060,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=16022 "" > Pdf</A>",DOMINION ENERGY OHIO,20130077,2013-07-22,NEW FRANKLIN,SUMMIT,OHIO,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,Yes,No,0,1957,CORROSION,INTERNAL,0,0,1501234,5000,2013,INTRASTATE,DOMINION EAST OHIO
4060,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=33874 "" > Pdf</A>",DOMINION ENERGY OHIO,20160033,2016-03-16,PORT WASHINGTON,TUSCARAWAS,OHIO,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,30,1957,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,115550,0,2016,INTRASTATE,DOMINION EAST OHIO
4060,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=88085 "" > Pdf</A>",DOMINION ENERGY OHIO,20200043,2020-04-05,NOT WITHIN A MUNICIPALITY,BELMONT,OHIO,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,Yes,0,1965,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,0,0,956802,66919,2020,INTRASTATE,DOMINION EAST OHIO
4070,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=60225 "" > Pdf</A>","EAST TENNESSEE NATURAL GAS, LLC (SPECTRA ENERGY PARTNERS, LP)",20180059,2018-05-21,NOT WITHIN A MUNICIPALITY,GRUNDY,TENNESSEE,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,1950,CORROSION,EXTERNAL,0,0,256052,0,2018,INTERSTATE,ENBRIDGE
4070,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=83305 "" > Pdf</A>","EAST TENNESSEE NATURAL GAS, LLC (SPECTRA ENERGY PARTNERS, LP)",20190005,2018-12-15,PLEASANT SHADE,SMITH,TENNESSEE,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,Yes,No,171,1949,MATERIAL FAILURE OF PIPE OR WELD,ENVIRONMENTAL CRACKING-RELATED,0,0,3152801,100000,2018,INTERSTATE,ENBRIDGE
4280,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=21115 "" > Pdf</A>",EL PASO NATURAL GAS CO,20140096,2014-08-20,WENDEN,LA PAZ,ARIZONA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,84,1950,MATERIAL FAILURE OF PIPE OR WELD,MANUFACTURING-RELATED,0,0,131676,0,2014,INTERSTATE,KINDER MORGAN
4280,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=49565 "" > Pdf</A>",EL PASO NATURAL GAS CO,20170017,2017-01-10,NOT WITHIN A MUNICIPALITY,PINAL,ARIZONA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,40,1969,CORROSION,EXTERNAL,0,0,128792,0,2017,INTERSTATE,KINDER MORGAN
4280,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=55408 "" > Pdf</A>",EL PASO NATURAL GAS CO,20180085,2018-08-01,NOT WITHIN A MUNICIPALITY,MIDLAND COUNTY,TEXAS,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",Yes,No,No,0,1953,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,1,4,94786,500,2018,INTERSTATE,KINDER MORGAN
4280,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=95089 "" > Pdf</A>",EL PASO NATURAL GAS CO,20200095,2020-08-18,MIDKIFF,MIDLAND,TEXAS,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,-49,1953,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,0,0,845727,591348,2020,INTERSTATE,KINDER MORGAN
4280,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=98085 "" > Pdf</A>",EL PASO NATURAL GAS CO,20210080,2021-08-15,COOLIDGE,PINAL,ARIZONA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",Yes,No,No,53,1986,ALL OTHER CAUSES,UNKNOWN,2,1,932284,0,2021,INTERSTATE,KINDER MORGAN
4350,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=22506 "" > Pdf</A>",ELIZABETHTOWN GAS CO,20150023,2015-01-15,HOLLAND TOWNSHIP,HUNTERDON,NEW JERSEY,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,Yes,No,0,1980,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,98000,0,2015,INTRASTATE,ELIZABETHTOWN GAS CO
4900,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=40687 "" > Pdf</A>",KINDER MORGAN TEJAS PIPELINE,20160064,2016-07-18,NOT WITHIN A MUNICIPALITY,KLEBERG,TEXAS,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,1964,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,0,0,13842000,0,2016,INTRASTATE,KINDER MORGAN
4900,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=47347 "" > Pdf</A>",KINDER MORGAN TEJAS PIPELINE,20170023,2017-02-15,NOT WITHIN A MUNICIPALITY,REFUGIO,TEXAS,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,86,1964,CORROSION,EXTERNAL,0,0,1232945,101096,2017,INTRASTATE,KINDER MORGAN
4900,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=79245 "" > Pdf</A>",KINDER MORGAN TEJAS PIPELINE,20200023,2020-02-18,BLOOMINGTON,VICTORIA,TEXAS,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,36,1950,MATERIAL FAILURE OF PIPE OR WELD,MANUFACTURING-RELATED,0,0,96870,0,2020,INTRASTATE,KINDER MORGAN
4900,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=95859 "" > Pdf</A>",KINDER MORGAN TEJAS PIPELINE,20200134,2020-12-04,CORPUS CHRISTI,NUECES,TEXAS,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,80,1988,CORROSION,EXTERNAL,0,0,113050,0,2020,INTRASTATE,KINDER MORGAN
5304,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=12969 "" > Pdf</A>",FLORIDA GAS TRANSMISSION CO,20120028,2012-02-13,PRIDE,EAST BATON ROUGE,LOUISIANA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,50,1966,CORROSION,EXTERNAL,0,0,471850,3000,2012,INTERSTATE,SOUTHERN UNION
5304,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=16102 "" > Pdf</A>",FLORIDA GAS TRANSMISSION CO,20130007,2012-12-26,MELBOURNE,BREVARD,FLORIDA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,35,1959,MATERIAL FAILURE OF PIPE OR WELD,MANUFACTURING-RELATED,0,0,1168231,14000,2012,INTERSTATE,SOUTHERN UNION
5304,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=16203 "" > Pdf</A>",FLORIDA GAS TRANSMISSION CO,20130003,2012-12-13,LAKE WORTH,PALM BEACH COUNTY,FLORIDA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,Yes,0,1959,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,0,0,589541,50000,2012,INTERSTATE,SOUTHERN UNION
5304,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=17268 "" > Pdf</A>",FLORIDA GAS TRANSMISSION CO,20130066,2013-06-18,FRANKLINTON,WASHINGTON,LOUISIANA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",Yes,Yes,No,0,1966,CORROSION,EXTERNAL,0,2,3062481,246481,2013,INTERSTATE,ENERGY TRANSFER
5304,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=17742 "" > Pdf</A>",FLORIDA GAS TRANSMISSION CO,20130057,2013-05-29,TAMPA,HILLSBOROUGH,FLORIDA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,Yes,0,1959,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,0,0,146972,0,2013,INTERSTATE,SOUTHERN UNION
5304,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=19124 "" > Pdf</A>",FLORIDA GAS TRANSMISSION CO,20140066,2014-05-17,PORT ST. JOHN,BREVARD,FLORIDA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,Yes,No,25,1962,MATERIAL FAILURE OF PIPE OR WELD,MANUFACTURING-RELATED,0,0,1494007,0,2014,INTERSTATE,ENERGY TRANSFER
5304,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=58505 "" > Pdf</A>",FLORIDA GAS TRANSMISSION CO,20190047,2019-03-21,PINECREST,MIAMI DADE,FLORIDA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,Yes,Yes,43,1959,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,262526,15500,2019,INTERSTATE,ENERGY TRANSFER
5304,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=95626 "" > Pdf</A>",FLORIDA GAS TRANSMISSION CO,20200105,2020-09-10,SANFORD,SEMINOLE,FLORIDA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,Yes,No,102,1959,MATERIAL FAILURE OF PIPE OR WELD,ENVIRONMENTAL CRACKING-RELATED,0,0,2172748,68000,2020,INTERSTATE,ENERGY TRANSFER
5304,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=95849 "" > Pdf</A>",FLORIDA GAS TRANSMISSION CO,20200112,2020-09-24,LAKE WORTH,PALM BEACH,FLORIDA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,Yes,3,1959,MATERIAL FAILURE OF PIPE OR WELD,ENVIRONMENTAL CRACKING-RELATED,0,0,1574920,190000,2020,INTERSTATE,ENERGY TRANSFER
6660,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=28988 "" > Pdf</A>",GREAT LAKES GAS TRANSMISSION LIMITED PARTNERSHIP,20150050,2015-03-16,NOT WITHIN A MUNICIPALITY,KITTSON,MINNESOTA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,1980,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,759410,0,2015,INTERSTATE,TRANSCANADA
6660,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=31825 "" > Pdf</A>",GREAT LAKES GAS TRANSMISSION LIMITED PARTNERSHIP,20150118,2015-09-05,NOT WITHIN A MUNICIPALITY,KITTSON,MINNESOTA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,Yes,No,25,1972,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,690430,0,2015,INTERSTATE,TRANSCANADA
6690,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=97972 "" > Pdf</A>",GREAT PLAINS NATURAL GAS CO,20210065,2021-06-30,VERGAS,OTTER TAIL,MINNESOTA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,1966,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,0,0,194359,0,2021,INTRASTATE,GREAT PLAINS NATURAL GAS CO
8170,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=13181 "" > Pdf</A>",ALLIANT ENERGY - INTERSTATE POWER AND LIGHT COMPANY,20130034,2013-03-12,CLINTON,CLINTON,IOWA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,1966,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,0,0,245809,0,2013,INTRASTATE,ALLIANT ENERGY
8310,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=48251 "" > Pdf</A>",IROQUOIS GAS CORP,20170094,2017-09-22,WADDINGTON,ST. LAWRENCE,NEW YORK,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,Yes,No,0,2017,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,485396,0,2017,INTERSTATE,IROQUOIS GAS CORP
9171,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=34165 "" > Pdf</A>","MARKWEST JAVELINA PIPELINE COMPANY, L.L.C.",20150071,2015-04-28,CORPUS CHRISTI,NUECES,TEXAS,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,Yes,0,2015,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0,0,1451027,0,2015,INTRASTATE,"MARKWEST JAVELINA PIPELINE COMPANY, LLC"
9171,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=81286 "" > Pdf</A>","MARKWEST JAVELINA PIPELINE COMPANY, L.L.C.",20200022,2020-02-17,CORPUS CHRISTI,NUECES,TEXAS,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,Yes,No,0,1990,CORROSION,INTERNAL,0,0,3311884,320000,2020,INTRASTATE,"MARKWEST JAVELINA PIPELINE COMPANY, LLC"
11032,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=6911 "" > Pdf</A>",SPIRE MISSOURI INC. EAST,20120013,2012-01-05,WILDWOOD,ST. LOUIS,MISSOURI,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,1992,CORROSION,EXTERNAL,0,0,236723,0,2012,INTRASTATE,LACLEDE GAS CO
11820,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=16646 "" > Pdf</A>","BRIDGELINE HOLDINGS, LP",20130079,2013-07-29,GOLDEN MEADOW,LAFOURCHE,LOUISIANA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,,CORROSION,EXTERNAL,0,0,97021,0,2013,INTRASTATE,CHEVRON
