sub.id,sub.name,sub.sys,sub.status,pri.id,pri.name,pri.status,start,end
11888,CARDINAL NATURAL GAS NORTHERN DIV. - LUMBERPORT,GD,INACTIVE,11888,LUMBERPORT - SHINNSTON GAS CO,Current,1995-04-20,2025-02-03
11896,"LUMPKIN GAS DEPT, CITY OF",GD,ACTIVE,11896,"LUMPKIN GAS DEPT, CITY OF",Current,1995-05-24,2025-02-03
11944,"LYONS GAS DEPT, CITY OF",GD,ACTIVE,11944,"LYONS GAS DEPT, CITY OF",Current,1995-05-24,2025-02-03
11952,"LYONS GAS SYSTEM, CITY OF",GD,ACTIVE,11952,"LYONS GAS SYSTEM, CITY OF",Current,1995-05-24,2025-02-03
11960,LYTLE MUNICIPAL SYSTEM,GD,ACTIVE,11960,LYTLE MUNICIPAL SYSTEM,Current,1995-05-24,2025-02-03
12006,"MACON GAS DEPT MUNICIPAL UTILITIES, CITY OF",GD,ACTIVE,12006,"MACON GAS DEPT MUNICIPAL UTILITIES, CITY OF",Current,1987-06-04,2025-02-03
12012,"MADISON GAS DEPT, CITY OF",GD,ACTIVE,12012,"MADISON GAS DEPT, CITY OF",Current,1995-05-24,2025-02-03
12018,MADISON GAS & ELECTRIC CO,GD,ACTIVE,12018,MADISON GAS & ELECTRIC CO,Current,1995-05-24,2025-02-03
12024,"MADISON GAS SYSTEM, CITY OF",GD,ACTIVE,12024,"MADISON GAS SYSTEM, CITY OF",Current,1995-04-20,2025-02-03
12030,"MADISON, CITY OF",GD,ACTIVE,12030,"MADISON, CITY OF",Current,1995-04-20,2025-02-03
12036,MADISONVILLE GAS SYSTEM,GD,ACTIVE,12036,MADISONVILLE GAS SYSTEM,Current,1995-06-06,2025-02-03
12042,MADISONVILLE GAS SYSTEM,GD,ACTIVE,12042,MADISONVILLE GAS SYSTEM,Current,1987-06-04,2025-02-03
12078,"MANCHESTER GAS DEPT, CITY OF",GD,INACTIVE,12078,"MANCHESTER GAS DEPT, CITY OF",Current,1995-04-20,2025-02-03
12090,MANILLA MUNICIPAL GAS DEPT,GD,ACTIVE,12090,MANILLA MUNICIPAL GAS DEPT,Current,1995-04-20,2025-02-03
12096,"MANNFORD MUNICIPAL SYSTEM, TOWN OF",GD,ACTIVE,12096,"MANNFORD MUNICIPAL SYSTEM, TOWN OF",Current,1995-06-06,2025-02-03
12102,MANNING NATURAL GAS DEPT,GD,ACTIVE,12102,MANNING NATURAL GAS DEPT,Current,1995-04-20,2025-02-03
12102,MANNING NATURAL GAS DEPT,GT,ACTIVE,12102,MANNING NATURAL GAS DEPT,Current,1995-04-20,2025-02-03
12105,"MAGELLAN AMMONIA PIPELINE, L.P.",HL,INACTIVE,22610,Magellan,Current,1990-04-16,2025-02-03
12120,MAPLESVILLE UTILITIES,GD,ACTIVE,12120,MAPLESVILLE GAS SYSTEM,Current,1995-04-20,2025-02-03
12122,MAPLETON GAS PIPELINE,GD,INACTIVE,12122,MAPLETON GAS PIPELINE,Current,1995-05-24,2025-02-03
12125,MARATHON OIL COMPANY,GT,INACTIVE,12125,MARATHON OIL COMPANY,Current,1995-04-20,2025-02-03
12150,"MARIANNA, CITY OF",GD,ACTIVE,12150,"MARIANNA, CITY OF",Current,1995-04-20,2025-02-03
12162,MARINGOUIN GAS SYSTEM,GD,ACTIVE,12162,MARINGOUIN GAS SYSTEM,Current,1987-06-04,2025-02-03
12168,MARION NATURAL GAS SYSTEM,GD,ACTIVE,12168,MARION NATURAL GAS SYSTEM,Current,1987-06-04,2025-02-03
12174,MARKHAM GAS CORP,GD,ACTIVE,12174,MARKHAM GAS CORP,Current,1995-05-24,2025-02-03
12180,MARSHALL COUNTY GAS DISTRICT,GD,ACTIVE,12180,MARSHALL COUNTY GAS DISTRICT,Current,1995-04-20,2025-02-03
12180,MARSHALL COUNTY GAS DISTRICT,GT,ACTIVE,12180,MARSHALL COUNTY GAS DISTRICT,Current,1995-04-20,2025-02-03
12186,"MARSHALL GAS DEPT, CITY OF",GD,ACTIVE,12186,"MARSHALL GAS DEPT, CITY OF",Current,1995-04-20,2025-02-03
12204,"MARTIN, CITY OF",GD,ACTIVE,12204,"MARTIN, CITY OF",Current,1995-05-24,2025-02-03
12208,MARTIN GAS INC,GD,ACTIVE,12208,MARTIN GAS INC,Current,1995-04-20,2025-02-03
12216,"MARTINSVILLE GAS DEPT, CITY OF",GD,ACTIVE,12216,"MARTINSVILLE GAS DEPT, CITY OF",Current,1995-04-20,2025-02-03
12222,MASON MUNICIPLE GAS SYSTEM,GD,ACTIVE,12222,MASON MUNICIPLE GAS SYSTEM,Current,1995-04-20,2025-02-03
12234,MAURY CITY MUNICIPAL GAS SYSTEM,GD,ACTIVE,12234,MAURY CITY MUNICIPAL GAS SYSTEM,Current,1995-04-20,2025-02-03
12276,MCFARLAND MUNICIPAL SYSTEMS INC,GD,ACTIVE,12276,MCFARLAND MUNICIPAL SYSTEMS INC,Current,1995-05-24,2025-02-03
12288,"MCLEAN, CITY OF",GD,ACTIVE,12288,"MCLEAN, CITY OF",Current,1995-04-20,2025-02-03
12294,"MCLEANSBORO GAS SYSTEM, CITY OF",GD,ACTIVE,12294,"MCLEANSBORO GAS SYSTEM, CITY OF",Current,1995-04-20,2025-02-03
12303,MCMORAN OIL & GAS CO,HL,INACTIVE,12303,MCMORAN OIL & GAS CO,Current,1988-11-01,2025-02-03
12306,"MC LOUTH MUNICIPAL SYSTEM, CITY OF",GD,ACTIVE,12306,"MC LOUTH MUNICIPAL SYSTEM, CITY OF",Current,1995-05-24,2025-02-03
12330,"MELVILLE, TOWN OF",GD,ACTIVE,12330,"MELVILLE, TOWN OF",Current,1987-06-04,2025-02-03
12342,MEMPHIS LIGHT GAS & WATER DIVISION,GD,ACTIVE,12342,MEMPHIS LIGHT GAS & WATER DIVISION,Current,1995-04-20,2025-02-03
12342,MEMPHIS LIGHT GAS & WATER DIVISION,GT,ACTIVE,12342,MEMPHIS LIGHT GAS & WATER DIVISION,Current,1995-04-20,2025-02-03
12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",GD,ACTIVE,12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",Current,1997-09-18,2025-02-03
12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",GT,ACTIVE,12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",Current,1997-09-18,2025-02-03
12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",UNGS,ACTIVE,12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",Current,2017-01-18,2025-02-03
12372,MERCER MUNICIPAL NATURAL GAS SYSTEM,GD,ACTIVE,12372,MERCER MUNICIPAL NATURAL GAS SYSTEM,Current,1995-05-24,2025-02-03
12378,"MESA MUNICIPAL SYSTEM, CITY OF",GD,ACTIVE,12378,"MESA MUNICIPAL SYSTEM, CITY OF",Current,1995-04-20,2025-02-03
12383,METCALFE MUNICIPAL GAS,GD,ACTIVE,12383,METCALFE MUNICIPAL GAS,Current,1995-05-24,2025-02-03
12390,METROPOLITAN UTILITIES DISTRICT,GD,ACTIVE,12390,METROPOLITAN UTILITIES DISTRICT,Current,1995-05-24,2025-02-03
12390,METROPOLITAN UTILITIES DISTRICT,GT,ACTIVE,12390,METROPOLITAN UTILITIES DISTRICT,Current,1995-05-24,2025-02-03
12390,METROPOLITAN UTILITIES DISTRICT,GT,ACTIVE,12390,METROPOLITAN UTILITIES DISTRICT,Superseded,1200-12-12,1995-05-23
12408,DTE GAS COMPANY,GD,ACTIVE,12408,DTE,Current,1995-05-24,2025-02-03
12408,DTE GAS COMPANY,GT,ACTIVE,12408,DTE,Current,1995-05-24,2025-02-03
12408,DTE GAS COMPANY,UNGS,ACTIVE,12408,DTE,Current,2017-01-18,2025-02-03
12420,MICHIGAN GAS UTILITIES CO,GD,ACTIVE,12420,MICHIGAN GAS UTILITIES CO,Current,1995-05-24,2025-02-03
12420,MICHIGAN GAS UTILITIES CO,GT,ACTIVE,12420,MICHIGAN GAS UTILITIES CO,Current,1995-05-24,2025-02-03
12420,MICHIGAN GAS UTILITIES CO,UNGS,ACTIVE,12420,MICHIGAN GAS UTILITIES CO,Current,2017-01-18,2025-02-03
12438,MIDDLE TENNESSEE NATURAL GAS UTIL DIST,GD,ACTIVE,12438,MIDDLE TENNESSEE NATURAL GAS UTIL DIST,Current,1995-05-24,2025-02-03
12444,MIDDLEBOROUGH GAS & ELECTRIC DEPT,GD,ACTIVE,12444,MIDDLEBOROUGH GAS & ELECTRIC DEPT,Current,1995-04-20,2025-02-03
12450,MIDDLETOWN CITY NATURAL GAS SYSTEM,GD,ACTIVE,12450,MIDDLETOWN CITY NATURAL GAS SYSTEM,Current,1995-05-24,2025-02-03
12455,MIDLAND COGENERATION VENTURE,GT,ACTIVE,2748,Consumers,Current,1995-05-03,2025-02-03
12462,"BBT MIDLA, LLC",GT,ACTIVE,14435,OZARK GAS TRANSMISSION SYSTEM,Current,2020-04-01,2025-02-03
12462,"BBT MIDLA, LLC",GT,ACTIVE,189,American Midstream,Superseded,1995-05-03,2020-03-31
12470,MID - VALLEY PIPELINE CO,HL,ACTIVE,32099,Energy Transfer,Current,2019-06-13,2025-02-03
12479,MIDWEST ENERGY INC,GD,ACTIVE,12479,MIDWEST ENERGY INC,Current,1995-05-24,2025-02-03
12479,MIDWEST ENERGY INC,GT,ACTIVE,12479,MIDWEST ENERGY INC,Current,1995-05-24,2025-02-03
12486,MIDWEST NATURAL GAS CORP,GD,ACTIVE,12486,MIDWEST NATURAL GAS CORP,Current,1995-04-20,2025-02-03
12486,MIDWEST NATURAL GAS CORP,GT,ACTIVE,12486,MIDWEST NATURAL GAS CORP,Current,2016-12-01,2025-02-03
12492,MIDWEST NATURAL GAS INC,GD,ACTIVE,12492,MIDWEST NATURAL GAS INC,Current,1995-05-24,2025-02-03
12498,MIDWESTERN GAS TRANSMISSION CO,GT,ACTIVE,12498,MIDWESTERN GAS TRANSMISSION CO,Current,1995-05-03,2025-02-03
12500,MIKE LITTLE GAS CO INC,GD,INACTIVE,32601,KENTUCKY FRONTIER,Current,1995-05-24,2025-02-03
12504,MILAN MUNICIPAL NATURAL GAS SYSTEM,GD,ACTIVE,12504,MILAN MUNICIPAL NATURAL GAS SYSTEM,Current,1995-05-24,2025-02-03
12510,"MILFORD GAS SYSTEMS, VILLAGE OF",GD,ACTIVE,12510,"MILFORD GAS SYSTEMS, VILLAGE OF",Current,1995-04-20,2025-02-03
12522,"MILLEN NATURAL GAS SYSTEM, CITY OF",GD,ACTIVE,12522,"MILLEN NATURAL GAS SYSTEM, CITY OF",Current,1995-05-24,2025-02-03
12540,"MILTON, CITY OF",GD,ACTIVE,12540,"MILTON, CITY OF",Current,1987-06-04,2025-02-03
12546,MINCO GAS AUTH,GD,ACTIVE,12546,MINCO GAS AUTH,Current,1987-06-04,2025-02-03
12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",GT,ACTIVE,32099,Energy Transfer,Current,2022-07-01,2025-02-03
12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",GT,ACTIVE,31202,Enable Midstream,Superseded,2015-04-01,2022-06-30
12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",GT,ACTIVE,602,CenterPoint,Superseded,1995-04-20,2015-03-31
12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",UNGS,ACTIVE,32099,Energy Transfer,Current,2022-07-01,2025-02-03
12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",UNGS,ACTIVE,31202,Enable Midstream,Superseded,2017-01-18,2022-06-30
12582,ATMOS ENERGY CORPORATION - MISSISSIPPI,GD,ACTIVE,4473,Atmos,Current,1995-05-24,2025-02-03
12582,ATMOS ENERGY CORPORATION - MISSISSIPPI,GT,ACTIVE,4473,Atmos,Current,1995-05-24,2025-02-03
12582,ATMOS ENERGY CORPORATION - MISSISSIPPI,UNGS,ACTIVE,4473,Atmos,Current,2017-01-18,2025-02-03
12606,THE EMPIRE DISTRICT GAS COMPANY,GD,ACTIVE,12606,THE EMPIRE DISTRICT GAS COMPANY,Current,1995-05-24,2025-02-03
12606,THE EMPIRE DISTRICT GAS COMPANY,GT,ACTIVE,12606,THE EMPIRE DISTRICT GAS COMPANY,Current,1995-05-24,2025-02-03
12618,MITCHELL COUNTY UTILITY CO,GD,INACTIVE,12618,MITCHELL COUNTY UTILITY CO,Current,1995-04-20,2025-02-03
12624,EXXONMOBIL OIL CORPORATION,GT,ACTIVE,4906,ExxonMobil,Current,1995-05-03,2025-02-03
12624,EXXONMOBIL OIL CORPORATION,HL,ACTIVE,4906,ExxonMobil,Current,1995-05-03,2025-02-03
12628,MOBIL  PIPE  LINE COMPANY,GT,ACTIVE,4906,ExxonMobil,Current,1987-06-04,2025-02-03
12628,MOBIL  PIPE  LINE COMPANY,HL,ACTIVE,4906,ExxonMobil,Current,1987-06-04,2025-02-03
12634,EXXONMOBIL OIL CORPORATION,GT,ACTIVE,4906,ExxonMobil,Current,1995-05-03,2025-02-03
12634,EXXONMOBIL OIL CORPORATION,HL,ACTIVE,4906,ExxonMobil,Current,1995-05-03,2025-02-03
12642,SPIRE GULF INC.,GD,ACTIVE,12642,MOBILE GAS SERVICE CORP,Current,1995-04-20,2025-02-03
12642,SPIRE GULF INC.,GT,ACTIVE,12642,MOBILE GAS SERVICE CORP,Current,1995-04-20,2025-02-03
12666,MONROE CITY MUNICIPAL GAS SYSTEMS,GD,ACTIVE,12666,MONROE CITY MUNICIPAL GAS SYSTEMS,Current,1987-06-04,2025-02-03
12672,"MONROE NATURAL GAS DEPT, CITY OF",GD,ACTIVE,12672,"MONROE NATURAL GAS DEPT, CITY OF",Current,2010-05-01,2025-02-03
12672,"MONROE NATURAL GAS DEPT, CITY OF",GT,ACTIVE,12672,"MONROE NATURAL GAS DEPT, CITY OF",Current,1995-05-24,2025-02-03
12684,MONTANA - DAKOTA UTILITIES CO,GD,ACTIVE,12684,MontanaDakota Utilities,Current,1995-05-24,2025-02-03
12684,MONTANA - DAKOTA UTILITIES CO,GT,ACTIVE,12684,MontanaDakota Utilities,Current,1995-05-24,2025-02-03
12696,CYPRESS GAS PIPELINE COMPANY,GT,INACTIVE,31618,Enterprise,Current,1995-04-21,2025-02-03
12697,MUNFORD GAS DEPT,GD,ACTIVE,12697,MUNFORD GAS DEPT,Current,1995-04-20,2025-02-03
12732,MONTEZUMA NATURAL GAS DEPT,GD,ACTIVE,12732,MONTEZUMA NATURAL GAS DEPT,Current,1995-05-24,2025-02-03
12732,MONTEZUMA NATURAL GAS DEPT,GT,ACTIVE,12732,MONTEZUMA NATURAL GAS DEPT,Current,1995-05-24,2025-02-03
12738,MONTEZUMA MUNICIPAL GAS UTILITIES DEPT,GD,ACTIVE,12738,MONTEZUMA MUNICIPAL GAS UTILITIES DEPT,Current,1995-04-20,2025-02-03
12744,"MONTGOMERY, CITY OF",GD,ACTIVE,12744,"MONTGOMERY, CITY OF",Current,1995-05-24,2025-02-03
12750,"MONTGOMERY, TOWN OF",GD,ACTIVE,12750,"MONTGOMERY, TOWN OF",Current,1987-06-04,2025-02-03
12756,MONTICELLO GAS SYSTEM,GD,ACTIVE,12756,MONTICELLO GAS SYSTEM,Current,1995-05-24,2025-02-03
12758,MONTPELIER GAS SYSTEM,GD,ACTIVE,12758,MONTPELIER GAS SYSTEM,Current,1995-06-06,2025-02-03
12768,MOREAUVILLE GAS DEPT,GD,ACTIVE,12768,MOREAUVILLE GAS DEPT,Current,1987-06-04,2025-02-03
12774,MOREHEAD MUNICIPAL UTILITIES PLANT BOARD,GD,ACTIVE,12774,MOREHEAD MUNICIPAL UTILITIES PLANT BOARD,Current,1995-04-20,2025-02-03
12776,"MORGAN CITY GAS DEPT, CITY OF",GD,ACTIVE,12776,"MORGAN CITY GAS DEPT, CITY OF",Current,1995-04-20,2025-02-03
12778,"MORGANFIELD GAS SYSTEM, CITY OF",GD,ACTIVE,12778,"MORGANFIELD GAS SYSTEM, CITY OF",Current,1995-04-20,2025-02-03
12780,MORGANTOWN NATURAL GAS SYSTEM,GD,ACTIVE,12780,MORGANTOWN NATURAL GAS SYSTEM,Current,1995-05-24,2025-02-03
12786,"MORGANZA, VILLAGE OF",GD,ACTIVE,12786,"MORGANZA, VILLAGE OF",Current,1995-05-24,2025-02-03
12794,MORNING SUN MUNICIPAL GAS SYSTEM,GD,ACTIVE,12794,MORNING SUN MUNICIPAL GAS SYSTEM,Current,1995-04-20,2025-02-03
12794,MORNING SUN MUNICIPAL GAS SYSTEM,GT,ACTIVE,12794,MORNING SUN MUNICIPAL GAS SYSTEM,Current,1995-04-20,2025-02-03
12798,"MORTON GAS SYSTEM, CITY OF",GD,ACTIVE,12798,"MORTON GAS SYSTEM, CITY OF",Current,1995-04-20,2025-02-03
12816,"MOSS POINT MUNICIPAL GAS SYSTEM, CITY OF",GD,ACTIVE,12816,"MOSS POINT MUNICIPAL GAS SYSTEM, CITY OF",Current,1995-04-20,2025-02-03
12817,"MOSS BLUFF HUB, LLC",GT,ACTIVE,19235,Enbridge,Current,1995-04-20,2025-02-03
12817,"MOSS BLUFF HUB, LLC",UNGS,ACTIVE,19235,Enbridge,Current,2017-01-19,2025-02-03
12817,"MOSS BLUFF HUB, LLC",UNGS,ACTIVE,12817,MOSS BLUFF GAS STORAGE SYSTEM,Superseded,2017-01-18,2017-01-18
12823,MOULTON MUNICIPAL GAS SYSTEM,GD,ACTIVE,12823,MOULTON MUNICIPAL GAS SYSTEM,Current,1995-05-24,2025-02-03
12823,MOULTON MUNICIPAL GAS SYSTEM,GT,ACTIVE,12823,MOULTON MUNICIPAL GAS SYSTEM,Current,1995-05-24,2025-02-03
12824,MOULTON GAS SYSTEM,GD,ACTIVE,12824,MOULTON GAS SYSTEM,Current,1987-06-04,2025-02-03
12828,"MOULTRIE GAS DEPT, CITY OF",GD,ACTIVE,12828,"MOULTRIE GAS DEPT, CITY OF",Current,1995-04-20,2025-02-03
12846,"MOUNDRIDGE GAS DEPT, CITY OF",GD,ACTIVE,12846,"MOUNDRIDGE GAS DEPT, CITY OF",Current,1995-05-24,2025-02-03
12858,MT CARMEL PUBLIC UTILITY CO,GD,ACTIVE,12858,MT CARMEL PUBLIC UTILITY CO,Current,1995-04-20,2025-02-03
12874,"MOUNTAINWEST PIPELINE, LLC",GT,ACTIVE,12874,MountainWest,Current,1995-05-03,2025-02-03
12874,"MOUNTAINWEST PIPELINE, LLC",UNGS,ACTIVE,12874,MountainWest,Current,2017-01-18,2025-02-03
12876,DOMINION ENERGY UTAH/WYOMING/IDAHO,GD,ACTIVE,12876,Questar,Current,1995-04-20,2025-02-03
12876,DOMINION ENERGY UTAH/WYOMING/IDAHO,GT,ACTIVE,12876,Questar,Current,1995-04-20,2025-02-03
12878,MOUNTAINEER GAS CO,GD,ACTIVE,12878,MOUNTAINEER GAS CO,Current,1995-05-24,2025-02-03
12894,"MOUNTAINAIR, TOWN OF",GD,ACTIVE,12894,"MOUNTAINAIR, TOWN OF",Current,1995-05-24,2025-02-03
12894,"MOUNTAINAIR, TOWN OF",GT,ACTIVE,12894,"MOUNTAINAIR, TOWN OF",Current,1995-05-24,2025-02-03
12897,"MULBERRY, CITY OF",GD,ACTIVE,12897,"MULBERRY, CITY OF",Current,1995-06-06,2025-02-03
12900,MULGA NATURAL GAS SYSTEM,GD,ACTIVE,12900,MULGA NATURAL GAS SYSTEM,Current,1995-05-24,2025-02-03
12903,TWO HARBORS CITY MUNICIPAL GAS DEPT,GD,ACTIVE,12903,TWO HARBORS CITY MUNICIPAL GAS DEPT,Current,1995-04-20,2025-02-03
12913,SUPERIOR REFINING COMPANY LLC,HL,ACTIVE,12913,"CALUMET SUPERIOR, LLC",Current,1987-06-04,2025-02-03
12918,MURRAY NATURAL GAS SYSTEM,GD,ACTIVE,12918,MURRAY NATURAL GAS SYSTEM,Current,1995-05-24,2025-02-03
12930,MUSTANG GAS PRODUCTS LLC,GT,ACTIVE,12930,MUSTANG GAS PRODUCTS LLC,Current,1987-06-04,2025-02-03
12990,BOBWHITE MANAGEMENT CO.,GT,ACTIVE,12990,BOBWHITE PRODUCTION CO INC,Current,1990-03-01,2025-02-03
13030,"NASHVILLE, CITY OF",GD,ACTIVE,13030,"NASHVILLE, CITY OF",Current,1995-05-24,2025-02-03
13050,"NASHVILLE, CITY OF",GD,ACTIVE,13050,"NASHVILLE, CITY OF",Current,1995-04-20,2025-02-03
13061,NATIONAL FUEL GAS DISTRIBUTION CORP,GD,ACTIVE,13061,NATIONAL FUEL GAS DISTRIBUTION CORP,Current,1995-04-20,2025-02-03
13061,NATIONAL FUEL GAS DISTRIBUTION CORP,GT,ACTIVE,13063,National Fuel Gas,Current,1995-04-20,2025-02-03
13062,NATIONAL FUEL GAS DISTRIBUTION CORP - NEW YORK,GD,ACTIVE,13062,National Fuel Gas,Current,1995-05-24,2025-02-03
13062,NATIONAL FUEL GAS DISTRIBUTION CORP - NEW YORK,GT,ACTIVE,13063,National Fuel Gas,Current,1995-05-24,2025-02-03
13063,NATIONAL FUEL GAS SUPPLY CORP,GD,ACTIVE,13063,National Fuel Gas,Current,1995-04-20,2025-02-03
13063,NATIONAL FUEL GAS SUPPLY CORP,GT,ACTIVE,13063,National Fuel Gas,Current,1995-04-20,2025-02-03
13063,NATIONAL FUEL GAS SUPPLY CORP,UNGS,ACTIVE,13063,National Fuel Gas,Current,2017-01-18,2025-02-03
13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),GT,ACTIVE,2564,Kinder Morgan,Current,2013-04-22,2025-02-03
13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),GT,ACTIVE,19580,Kinder Morgan,Superseded,1995-05-03,2013-04-21
13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),UNGS,ACTIVE,2564,Kinder Morgan,Current,2017-01-18,2025-02-03
13131,ConocoPhillips (E&P - L-48),GT,INACTIVE,13131,ConocoPhillips Lower 48,Current,1995-04-21,2025-02-03
13170,"NAVASOTA, CITY OF",GD,ACTIVE,13170,"NAVASOTA, CITY OF",Current,1995-04-20,2025-02-03
13180,NEBRASKA CITY UTILITIES,GD,ACTIVE,13180,NEBRASKA CITY UTILITIES,Current,1995-04-20,2025-02-03
13180,NEBRASKA CITY UTILITIES,GT,ACTIVE,13180,NEBRASKA CITY UTILITIES,Current,1995-04-20,2025-02-03
13210,"NEODESHA GAS DEPT, CITY OF",GD,ACTIVE,13210,"NEODESHA GAS DEPT, CITY OF",Current,1995-05-24,2025-02-03
13226,NEW ALBANY GAS SYSTEM,GD,ACTIVE,13226,NEW ALBANY GAS SYSTEM,Current,1995-05-24,2025-02-03
13250,"NEW BOSTON GAS DEPT, CITY OF",GD,ACTIVE,13250,"NEW BOSTON GAS DEPT, CITY OF",Current,1995-04-20,2025-02-03
13260,NEW FLORENCE NATURAL GAS SYSTEM,GD,ACTIVE,13260,NEW FLORENCE NATURAL GAS SYSTEM,Current,1995-04-20,2025-02-03
13280,"NEW HARMONY GAS DEPT, TOWN OF",GD,ACTIVE,13280,"NEW HARMONY GAS DEPT, TOWN OF",Current,1995-06-06,2025-02-03
13290,NEW HAVEN CITY NATURAL GAS SYSTEM,GD,ACTIVE,13290,NEW HAVEN CITY NATURAL GAS SYSTEM,Current,1995-05-24,2025-02-03
13299,NEW JERSEY NATURAL GAS CO,GD,ACTIVE,13299,NEW JERSEY NATURAL GAS CO,Current,1995-05-24,2025-02-03
13299,NEW JERSEY NATURAL GAS CO,GT,ACTIVE,13299,NEW JERSEY NATURAL GAS CO,Current,1995-05-24,2025-02-03
13302,NATIONAL GAS & OIL CORP,GD,ACTIVE,13302,NATIONAL GAS & OIL CORP,Current,1995-05-24,2025-02-03
13302,NATIONAL GAS & OIL CORP,GT,ACTIVE,13302,NATIONAL GAS & OIL CORP,Current,1995-05-24,2025-02-03
13360,"ENTERGY NEW ORLEANS, LLC",GD,ACTIVE,13360,"ENTERGY NEW ORLEANS, INC",Current,1995-05-24,2025-02-03
13360,"ENTERGY NEW ORLEANS, LLC",GT,ACTIVE,13360,"ENTERGY NEW ORLEANS, INC",Current,1995-05-24,2025-02-03
13370,"NEW ROADS GAS SYSTEM, TOWN OF",GD,ACTIVE,13370,"NEW ROADS GAS SYSTEM, TOWN OF",Current,1995-04-20,2025-02-03
13390,NEW SUMMERFIELD GAS CO,GD,ACTIVE,13390,NEW SUMMERFIELD GAS CO,Current,1995-04-20,2025-02-03
13400,NEW ULM PUBLIC UTILITIES COMMISSION,GD,ACTIVE,13400,NEW ULM PUBLIC UTILITIES COMMISSION,Current,1995-04-20,2025-02-03
13410,NEW YORK MILLS MUNICIPAL GAS SYSTEM,GD,ACTIVE,13410,NEW YORK MILLS MUNICIPAL GAS SYSTEM,Current,1995-04-20,2025-02-03
13420,NEW YORK STATE ELECTRIC & GAS CORP,GD,ACTIVE,13420,NY SEG,Current,1995-05-24,2025-02-03
13420,NEW YORK STATE ELECTRIC & GAS CORP,GT,ACTIVE,13420,NY SEG,Current,1995-05-24,2025-02-03
13430,NEWBERN GAS DEPT,GD,ACTIVE,13430,NEWBERN GAS DEPT,Current,1995-04-20,2025-02-03
13440,"NEWELLTON, TOWN OF - ST JOSEPH JOINT LINE",GD,ACTIVE,13440,"NEWELLTON, TOWN OF - ST JOSEPH JOINT LINE",Current,1995-04-20,2025-02-03
13460,"NEWTON GAS SYSTEM, CITY OF",GD,ACTIVE,13460,"NEWTON GAS SYSTEM, CITY OF",Current,1995-04-20,2025-02-03
13470,NEZPIQUE GAS SYSTEM INC,GD,ACTIVE,13470,NEZPIQUE GAS SYSTEM INC,Current,1987-06-04,2025-02-03
13480,NIAGARA MOHAWK POWER CORP,GD,ACTIVE,11713,National Grid,Current,1995-04-20,2025-02-03
13480,NIAGARA MOHAWK POWER CORP,GT,ACTIVE,11713,National Grid,Current,1995-04-20,2025-02-03
13530,"NORRIS CITY GAS SYSTEM, VILLAGE OF",GD,ACTIVE,13530,"NORRIS CITY GAS SYSTEM, VILLAGE OF",Current,1995-04-20,2025-02-03
13535,NORTH ALABAMA GAS DISTRICT,GD,ACTIVE,13535,NORTH ALABAMA GAS DISTRICT,Current,1995-04-20,2025-02-03
13610,NORTH CROSSETT GAS & WATER,GD,ACTIVE,13610,NORTH CROSSETT GAS & WATER,Current,1995-05-24,2025-02-03
13620,NORTH EAST HEAT & LIGHT CO,GD,ACTIVE,13620,NORTH EAST HEAT & LIGHT CO,Current,1995-04-20,2025-02-03
13630,NORTHEAST OKLAHOMA PUBLIC FACILITIES AUTH,GD,ACTIVE,13630,NORTHEAST OKLAHOMA PUBLIC FACILITIES AUTH,Current,1995-05-24,2025-02-03
13630,NORTHEAST OKLAHOMA PUBLIC FACILITIES AUTH,GT,ACTIVE,13630,NORTHEAST OKLAHOMA PUBLIC FACILITIES AUTH,Current,1995-05-24,2025-02-03
13635,NORTHEAST OHIO NATURAL GAS CORP,GD,ACTIVE,13635,Orwell,Current,1995-05-24,2025-02-03
13635,NORTHEAST OHIO NATURAL GAS CORP,GT,ACTIVE,13635,Orwell,Current,1995-05-24,2025-02-03
13639,NORGASCO INC,GD,ACTIVE,13639,NORGASCO INC,Current,1995-04-20,2025-02-03
13660,NORTH SHORE GAS CO,GD,ACTIVE,13660,NORTH SHORE GAS CO,Current,1995-05-24,2025-02-03
13660,NORTH SHORE GAS CO,GT,ACTIVE,15329,Peoples,Current,1995-05-24,2025-02-03
