sub.id,sub.name,sub.sys,pri.id,pri.name
13480,NIAGARA MOHAWK POWER CORP,GT,11713,National Grid
13530,"NORRIS CITY GAS SYSTEM, VILLAGE OF",GD,13530,"NORRIS CITY GAS SYSTEM, VILLAGE OF"
13535,NORTH ALABAMA GAS DISTRICT,GD,13535,NORTH ALABAMA GAS DISTRICT
13610,NORTH CROSSETT GAS & WATER,GD,13610,NORTH CROSSETT GAS & WATER
13620,NORTH EAST HEAT & LIGHT CO,GD,13620,NORTH EAST HEAT & LIGHT CO
13630,NORTHEAST OKLAHOMA PUBLIC FACILITIES AUTH,GD,13630,NORTHEAST OKLAHOMA PUBLIC FACILITIES AUTH
13630,NORTHEAST OKLAHOMA PUBLIC FACILITIES AUTH,GT,13630,NORTHEAST OKLAHOMA PUBLIC FACILITIES AUTH
13635,NORTHEAST OHIO NATURAL GAS CORP,GD,13635,Orwell
13635,NORTHEAST OHIO NATURAL GAS CORP,GT,13635,Orwell
13639,NORGASCO INC,GD,13639,NORGASCO INC
13660,NORTH SHORE GAS CO,GD,13660,NORTH SHORE GAS CO
13660,NORTH SHORE GAS CO,GT,15329,Peoples
13707,NORTHERN MINNESOTA UTILITIES,GD,13707,NORTHERN MINNESOTA UTILITIES
13707,NORTHERN MINNESOTA UTILITIES,GT,13707,NORTHERN MINNESOTA UTILITIES
13710,NORTHERN ILLINOIS GAS CO,GD,13710,NORTHERN ILLINOIS GAS CO
13710,NORTHERN ILLINOIS GAS CO,GT,13710,NORTHERN ILLINOIS GAS CO
13710,NORTHERN ILLINOIS GAS CO,UNGS,13710,NORTHERN ILLINOIS GAS CO
13725,NORTHERN INDUSTRIAL ENERGY DEVELOPMENT INC,GD,13725,NORTHERN INDUSTRIAL ENERGY DEVELOPMENT INC
13730,NORTHERN INDIANA PUBLIC SERVICE CO,GD,13730,NORTHERN INDIANA PUBLIC SERVICE CO
13730,NORTHERN INDIANA PUBLIC SERVICE CO,GT,13730,NORTHERN INDIANA PUBLIC SERVICE CO
13730,NORTHERN INDIANA PUBLIC SERVICE CO,UNGS,13730,NORTHERN INDIANA PUBLIC SERVICE CO
13750,NORTHERN NATURAL GAS CO,GD,13750,NORTHERN NATURAL GAS CO
13750,NORTHERN NATURAL GAS CO,GT,13750,NORTHERN NATURAL GAS CO
13750,NORTHERN NATURAL GAS CO,UNGS,13750,NORTHERN NATURAL GAS CO
13769,NORTHERN BORDER PIPELINE COMPANY,GT,405,TransCanada
13772,FERRELLGAS,GD,13772,FERRELLGAS
13783,NORTHERN STATES POWER CO OF WISCONSIN,GD,31636,Xcel Energy
13783,NORTHERN STATES POWER CO OF WISCONSIN,GT,31636,Xcel Energy
13795,NORTHERN UTILITIES INC (ME),GD,13800,Unitil
13800,"NORTHERN UTILITIES, INC. (NH)",GD,13800,Unitil
13820,NORTHWEST ALABAMA GAS DISTRICT,GD,13820,NORTHWEST ALABAMA GAS DISTRICT
13840,NORTHWEST NATURAL GAS CO,GD,13840,NORTHWEST NATURAL GAS CO
13840,NORTHWEST NATURAL GAS CO,GT,13840,NORTHWEST NATURAL GAS CO
13840,NORTHWEST NATURAL GAS CO,UNGS,13840,NORTHWEST NATURAL GAS CO
13845,NORTHWEST PIPELINE LLC,GT,19570,Williams Pipeline
13845,NORTHWEST PIPELINE LLC,GT,19570,Williams Pipeline
13860,"NORWICH DEPT OF PUBLIC UTILITIES, CITY OF",GD,13860,"NORWICH DEPT OF PUBLIC UTILITIES, CITY OF"
14010,OAK RIDGE UTIL DIST,GD,14010,OAK RIDGE UTIL DIST
14040,"OBION GAS SYSTEM, TOWN OF",GD,14040,"OBION GAS SYSTEM, TOWN OF"
14070,"OCILLA GAS DEPT, CITY OF",GD,14070,"OCILLA GAS DEPT, CITY OF"
14121,OHIO CUMBERLAND GAS CO,GD,14121,OHIO CUMBERLAND GAS CO
14130,OHIO GAS CO,GD,14130,OHIO GAS CO
14140,EAST KENTUCKY UTILITIES INC,GD,32601,KENTUCKY FRONTIER
14145,"ENLINK OHIO RIVER VALLEY PIPELINE, LLC",HL,15979,"ERGON TRUCKING, INC."
14145,"ENLINK OHIO RIVER VALLEY PIPELINE, LLC",HL,32117,ENLINK MIDSTREAM
14145,"ENLINK OHIO RIVER VALLEY PIPELINE, LLC",HL,14145,OHIO OIL GATHERING CORP II
14180,OHIO VALLEY GAS CORP,GD,14180,OHIO VALLEY GAS CORP
14180,OHIO VALLEY GAS CORP,GT,14180,OHIO VALLEY GAS CORP
14190,OHIO VALLEY GAS INC,GD,14190,OHIO VALLEY GAS INC
14194,"OILTANKING, HOUSTON LP",HL,14194,"OILTANKING, HOUSTON LP"
14200,OKALOOSA COUNTY GAS DISTRICT,GD,14200,OKALOOSA COUNTY GAS DISTRICT
14200,OKALOOSA COUNTY GAS DISTRICT,GT,14200,OKALOOSA COUNTY GAS DISTRICT
14210,"OKLAHOMA NATURAL GAS COMPANY, A DIVISION OF ONE GAS, INC.",GD,14210,OKLAHOMA NATURAL GAS CO
14210,"OKLAHOMA NATURAL GAS COMPANY, A DIVISION OF ONE GAS, INC.",GT,14210,OKLAHOMA NATURAL GAS CO
14225,RINGWOOD GATHERING CO,GT,31178,XTO
14270,"OLIVE BRANCH MUNICIPAL GAS, CITY OF",GD,14270,"OLIVE BRANCH MUNICIPAL GAS, CITY OF"
14280,OLIVE HILL NATURAL GAS SYSTEM,GD,14280,OLIVE HILL NATURAL GAS SYSTEM
14320,ONEONTA GAS DEPT,GD,14320,ONEONTA GAS DEPT
14330,ORANGE & ROCKLAND UTILITY INC,GD,14330,Orange Rockland Util
14330,ORANGE & ROCKLAND UTILITY INC,GT,14330,Orange Rockland Util
14340,ORANGEBURG PUBLIC UTILITIES,GD,14340,ORANGEBURG PUBLIC UTILITIES
14341,ORWELL NATURAL GAS CO,GD,14341,ORWELL NATURAL GAS CO
14341,ORWELL NATURAL GAS CO,GD,13635,Orwell
14355,ORLANDO PUBLIC WORKS AUTH,GD,14355,ORLANDO PUBLIC WORKS AUTH
14356,"ORBIT GAS TRANSMISSION, INC.",GT,14356,"ORBIT GAS TRANSMISSION, INC."
14360,"ORONOGO MUNICIPAL GAS SYSTEM , CITY OF",GD,14360,"ORONOGO MUNICIPAL GAS SYSTEM , CITY OF"
14370,OSAGE CITY MUNICIPAL GAS SYSTEM,GD,14370,OSAGE CITY MUNICIPAL GAS SYSTEM
14380,"OSAGE MUNICIPAL GAS UTILITY, TOWN OF",GD,14380,"OSAGE MUNICIPAL GAS UTILITY, TOWN OF"
14391,"OSAGE PIPE LINE COMPANY, LLC",HL,32011,Holly Energy
14400,OSGOOD GAS UTILITY,GD,14400,OSGOOD GAS UTILITY
14410,OWATONNA PUBLIC UTILITIES,GD,14410,OWATONNA PUBLIC UTILITIES
14410,OWATONNA PUBLIC UTILITIES,GT,14410,OWATONNA PUBLIC UTILITIES
14435,"OZARK GAS TRANSMISSION, L.L.C",GT,14435,OZARK GAS TRANSMISSION SYSTEM
14435,"OZARK GAS TRANSMISSION, L.L.C",GT,19235,Enbridge
15007,PACIFIC GAS & ELECTRIC CO,GD,15007,PG&E
15007,PACIFIC GAS & ELECTRIC CO,GT,15007,PG&E
15007,PACIFIC GAS & ELECTRIC CO,UNGS,15007,PG&E
15014,GAS TRANSMISSION NORTHWEST LLC,GT,405,TransCanada
15033,GREAT BASIN GAS TRANSMISSION COMPANY,GT,18536,Southwest Gas
15033,GREAT BASIN GAS TRANSMISSION COMPANY,GT,15033,Southwest Gas
15035,PAINTSVILLE CITY GAS SYSTEM,GD,15035,PAINTSVILLE CITY GAS SYSTEM
15042,PALATKA GAS AUTH,GD,15042,PALATKA GAS AUTH
15070,"PALMER MUNICIPAL SYSTEM, CITY OF",GD,15070,"PALMER MUNICIPAL SYSTEM, CITY OF"
15077,PALMETTO GAS SYSTEM,GD,15077,PALMETTO GAS SYSTEM
15084,"PALO ALTO, CITY OF",GD,15084,"PALO ALTO, CITY OF"
15091,PUBLIC GAS CO,GD,13635,Orwell
15105,PANHANDLE EASTERN PIPELINE CO,GT,32099,Energy Transfer
15105,PANHANDLE EASTERN PIPELINE CO,GT,15105,Southern Union
15105,PANHANDLE EASTERN PIPELINE CO,UNGS,32099,Energy Transfer
15119,"PARIS GAS SYSTEM, CITY OF",GD,15119,"PARIS GAS SYSTEM, CITY OF"
15126,PARIS - HENRY COUNTY PUBLIC UTIL DIST,GD,15126,PARIS - HENRY COUNTY PUBLIC UTIL DIST
15132,PAPCO INC,GD,15132,PAPCO INC
15140,PARSONS NATURAL GAS SYSTEM,GD,15140,PARSONS NATURAL GAS SYSTEM
15147,PARTRIDGE GAS DISTRIBUTION SYSTEM,GD,15147,PARTRIDGE GAS DISTRIBUTION SYSTEM
15154,"PASCAGOULA NATURAL GAS SYSTEM, CITY OF",GD,15154,"PASCAGOULA NATURAL GAS SYSTEM, CITY OF"
15156,SINCLAIR TRANSPORTATION COMPANY,GT,32011,Holly Energy
15156,SINCLAIR TRANSPORTATION COMPANY,HL,32011,Holly Energy
15156,SINCLAIR TRANSPORTATION COMPANY,HL,15156,SINCLAIR TRANSPORTATION COMPANY
15161,"PATTERSON GAS DEPT, CITY OF",GD,15161,"PATTERSON GAS DEPT, CITY OF"
15168,"PAWNEE GAS SYSTEM, VILLAGE OF",GD,15168,"PAWNEE GAS SYSTEM, VILLAGE OF"
15189,"PEARSALL GAS DEPT, CITY OF",GD,15189,"PEARSALL GAS DEPT, CITY OF"
15203,"PELHAM NATURAL GAS SYSTEM, CITY OF",GD,15203,"PELHAM NATURAL GAS SYSTEM, CITY OF"
15208,PELICAN RESERVE PIPELINE CO,GT,15208,PELICAN RESERVE PIPELINE CO
15217,"PENDER MUNICIPAL GAS DEPT, VILLAGE OF",GD,15217,"PENDER MUNICIPAL GAS DEPT, VILLAGE OF"
15259,UGI PENN NATURAL GAS,GD,15259,UGI PENN NATURAL GAS
15259,UGI PENN NATURAL GAS,GT,15259,UGI PENN NATURAL GAS
15329,PEOPLES GAS LIGHT & COKE CO,GD,15329,Peoples
15329,PEOPLES GAS LIGHT & COKE CO,GT,15329,Peoples
15329,PEOPLES GAS LIGHT & COKE CO,UNGS,15329,Peoples
15348,PEOPLES GAS SYSTEM INC,GD,15348,Peoples
15348,PEOPLES GAS SYSTEM INC,GT,15348,Peoples
15350,PEOPLES NATURAL GAS COMPANY LLC,GD,15350,Peoples
15350,PEOPLES NATURAL GAS COMPANY LLC,GT,15350,Peoples
15350,PEOPLES NATURAL GAS COMPANY LLC,UNGS,15350,Peoples
15359,BLACK HILLS ENERGY,GD,15359,BLACK HILLS
15359,BLACK HILLS ENERGY,GT,15359,BLACK HILLS
15359,BLACK HILLS ENERGY,UNGS,15359,BLACK HILLS
15371,PERHAM MUNICIPAL GAS SYSTEM,GD,15371,PERHAM MUNICIPAL GAS SYSTEM
15385,"PERRY, CITY OF",GD,15385,"PERRY, CITY OF"
15392,PERRY MUNICIPAL GAS SYSTEM,GD,15392,PERRY MUNICIPAL GAS SYSTEM
15398,"PERRY GAS SYSTEM, CITY OF",GD,15398,"PERRY GAS SYSTEM, CITY OF"
15406,"PERRYTON, CITY OF",GD,15406,"PERRYTON, CITY OF"
15413,"PERRYVILLE MUNICIPAL SYSTEM, CITY OF",GD,15413,"PERRYVILLE MUNICIPAL SYSTEM, CITY OF"
15444,"PDC MOUNTAINEER, LLC",GT,15444,PETROLEUM DEVELOPMENT CORP
15454,PETROLEUM FUELS CO,GT,15454,PETROLEUM FUELS CO
15462,PECO ENERGY CO,GD,15462,PECO ENERGY CO
15462,PECO ENERGY CO,GT,15462,PECO ENERGY CO
15469,PHILADELPHIA GAS WORKS,GD,15469,PHILADELPHIA GAS WORKS
15469,PHILADELPHIA GAS WORKS,GT,15469,PHILADELPHIA GAS WORKS
15476,PEOPLES GAS COMPANY LLC,GD,15476,Peoples
15476,PEOPLES GAS COMPANY LLC,GT,15350,Peoples
15476,PEOPLES GAS COMPANY LLC,GT,32499,TWP PIPELINE LLC
15476,PEOPLES GAS COMPANY LLC,UNGS,15476,Peoples
15480,CONOCOPHILLIPS ALASKA NATURAL GAS CORP.,GT,15480,CONOCOPHILLIPS ALASKA NATURAL GAS CORP.
15485,PHILLIPS 66 COMPANY - SWEENY REFINERY,GT,15485,PHILLIPS 66 COMPANY - SWEENY REFINERY
15485,PHILLIPS 66 COMPANY - SWEENY REFINERY,HL,15485,PHILLIPS 66 COMPANY - SWEENY REFINERY
15497,"PICAYUNE UTILITIES DEPT, CITY OF",GD,15497,"PICAYUNE UTILITIES DEPT, CITY OF"
15504,PICKENS COUNTY NATURAL GAS DISTRICT,GD,15504,PICKENS COUNTY NATURAL GAS DISTRICT
15515,PIEDMONT GAS CO,GD,15515,PIEDMONT GAS CO
15518,PIEDMONT NATURAL GAS CO INC,GD,15518,PIEDMONT NATURAL GAS CO INC
15518,PIEDMONT NATURAL GAS CO INC,GT,15518,PIEDMONT NATURAL GAS CO INC
15525,"PIEDMONT WATER WORKS GAS & SEWER BOARD, CITY OF",GD,15525,"PIEDMONT WATER WORKS GAS & SEWER BOARD, CITY OF"
15532,PIERRE PART NATURAL GAS INC,GD,18416,SOUTH COAST GAS CO INC
15540,PIKE COUNTY LIGHT & POWER CO,GD,14330,Orange Rockland Util
15546,PIKE NATURAL GAS CO,GD,15546,PIKE NATURAL GAS CO
15560,"PIKEVILLE GAS SYSTEM, TOWN OF",GD,15560,"PIKEVILLE GAS SYSTEM, TOWN OF"
15567,"PINCKNEYVILLE MUNICIPAL GAS DEPT, CITY OF",GD,15567,"PINCKNEYVILLE MUNICIPAL GAS DEPT, CITY OF"
15581,"PINELAND GAS DEPT, CITY OF",GD,15581,"PINELAND GAS DEPT, CITY OF"
15589,PINE PIPELINE INC,GT,32099,Energy Transfer
15589,PINE PIPELINE INC,GT,4473,Atmos
15602,PIONEER NATURAL RESOURCES,GT,15602,PIONEER NATURAL RESOURCES
15616,"PITTSBORO GAS CO, TOWN OF",GD,15616,"PITTSBORO GAS CO, TOWN OF"
15623,"PITTSBURG GAS SYSTEM, VILLAGE OF",GD,15623,"PITTSBURG GAS SYSTEM, VILLAGE OF"
15630,PITTSFIELD MUNICIPAL GAS UTILITY,GD,15630,PITTSFIELD MUNICIPAL GAS UTILITY
15645,PLACID PIPELINE COMPANY LLC,GT,15645,PLACID PIPELINE COMPANY LLC
15645,PLACID PIPELINE COMPANY LLC,HL,15645,PLACID PIPELINE COMPANY LLC
15652,"PLAINS, CITY OF",GD,15652,"PLAINS, CITY OF"
15652,"PLAINS, CITY OF",GT,15652,"PLAINS, CITY OF"
15674,PRODUCTS (SE) PIPE LINE CORPORATION,HL,18092,Kinder Morgan
15679,"PLAQUEMINE, CITY OF",GD,15679,"PLAQUEMINE, CITY OF"
15686,PLATTSBURG GAS DEPT,GD,15686,PLATTSBURG GAS DEPT
15700,"PLEASANT HILL GAS SYSTEM, VILLAGE OF",GD,15700,"PLEASANT HILL GAS SYSTEM, VILLAGE OF"
15742,PONCA GAS DEPT,GD,15742,PONCA GAS DEPT
15755,"PONTOTOC, CITY OF",GD,15755,"PONTOTOC, CITY OF"
15763,PORT ALLEN MUNICIPAL SYSTEM,GD,15763,PORT ALLEN MUNICIPAL SYSTEM
15770,PORT BARRE MUNICIPAL SYSTEM,GD,15770,PORT BARRE MUNICIPAL SYSTEM
15774,NORTH DAKOTA PIPELINE COMPANY LLC,HL,11169,Enbridge
15784,PORTLAND NATURAL GAS SYSTEM,GD,15784,PORTLAND NATURAL GAS SYSTEM
15786,PORTLAND PIPE LINE CORPORATION,HL,15786,PORTLAND PIPE LINE CORPORATION
15790,PONTCHARTRAIN NATURAL GAS SYSTEM,GT,31618,Enterprise
15790,PONTCHARTRAIN NATURAL GAS SYSTEM,UNGS,31618,Enterprise
15798,POSEYVILLE MUNICIPLE GAS CO,GD,15798,POSEYVILLE MUNICIPLE GAS CO
15812,"POTOSI, CITY OF",GD,15812,"POTOSI, CITY OF"
15825,WESTLAKE US 2 LLC,GT,15825,EAGLE US 2 LLC
15825,WESTLAKE US 2 LLC,HL,15825,EAGLE US 2 LLC
15826,POWELL CLINCH UTIL DIST,GD,15826,POWELL CLINCH UTIL DIST
15828,"PRAIRIE VIEW GAS SYSTEM (AKA WALLER, CITY OF)",GD,15828,"PRAIRIE VIEW GAS SYSTEM (AKA WALLER, CITY OF)"
15840,PRESCOTT MUNICIPAL GAS SYSTEM (CITY OF LENOX),GD,15840,PRESCOTT MUNICIPAL GAS SYSTEM (CITY OF LENOX)
15845,PRESQUE ISLE ELECTRIC & GAS COOPERATIVE,GD,15845,PRESQUE ISLE ELECTRIC & GAS COOPERATIVE
15848,PRESTON MUNICIPAL GAS UTILITIES,GD,15848,PRESTON MUNICIPAL GAS UTILITIES
15851,"DELEK MARKETING AND SUPPLY, LP",HL,11551,"DELEK LOGISTICS OPERATING, LLC."
15851,"DELEK MARKETING AND SUPPLY, LP",HL,15851,"DELEK MARKETING AND SUPPLY, LP"
15854,PRESTONSBURG CITY UTILITIES,GD,15854,PRESTONSBURG CITY UTILITIES
15861,PRINCETON MUNICIPAL NATURAL GAS SYSTEM,GD,15861,PRINCETON MUNICIPAL NATURAL GAS SYSTEM
15889,PROVENCAL NATURAL GAS SERVICE,GD,15889,PROVENCAL NATURAL GAS SERVICE
15903,"PROVIDENCE, CITY OF",GD,15903,"PROVIDENCE, CITY OF"
15910,PRYOR MUNICIPAL UTILITY BOARD,GD,15910,PRYOR MUNICIPAL UTILITY BOARD
15915,"PIPELINES OF PUERTO RICO INCD, THE",HL,15915,"PIPELINES OF PUERTO RICO INCD, THE"
15915,"PIPELINES OF PUERTO RICO INCD, THE",HL,15915,"PIPELINES OF PUERTO RICO INCD, THE"
15931,PUBLIC SERVICE CO OF COLORADO,GD,31636,Xcel Energy
15931,PUBLIC SERVICE CO OF COLORADO,GT,31636,Xcel Energy
15931,PUBLIC SERVICE CO OF COLORADO,UNGS,15931,PUBLIC SERVICE CO OF COLORADO
15938,PUBLIC SERVICE CO OF NORTH CAROLINA,GD,15938,PUBLIC SERVICE CO OF NORTH CAROLINA
15938,PUBLIC SERVICE CO OF NORTH CAROLINA,GT,15938,PUBLIC SERVICE CO OF NORTH CAROLINA
15952,PUBLIC SERVICE ELECTRIC & GAS CO,GD,15952,PUBLIC SERVICE ELECTRIC & GAS CO
15952,PUBLIC SERVICE ELECTRIC & GAS CO,GT,15952,PUBLIC SERVICE ELECTRIC & GAS CO
15966,PULASKI NATURAL GAS DEPT,GD,15966,PULASKI NATURAL GAS DEPT
15979,"ERGON TERMINALING, INC.",HL,15979,"ERGON TRUCKING, INC."
16010,"QUINCY MUNICIPAL GAS SYSTEM, CITY OF",GD,16010,"QUINCY MUNICIPAL GAS SYSTEM, CITY OF"
16020,"QUITMAN GAS DEPT, CITY OF",GD,16020,"QUITMAN GAS DEPT, CITY OF"
16667,ENERGY NORTH NATURAL GAS INC,GD,16667,ENERGY NORTH NATURAL GAS INC
16667,ENERGY NORTH NATURAL GAS INC,GT,16667,ENERGY NORTH NATURAL GAS INC
17058,STERLING NATURAL GAS INC,GD,17058,STERLING NATURAL GAS INC
17060,RAMONA PUBLIC WORKS,GD,17060,RAMONA PUBLIC WORKS
17070,"RANGELY, TOWN OF",GD,17070,"RANGELY, TOWN OF"
17080,"RANKIN MUNICIPAL SYSTEM, CITY OF",GD,17080,"RANKIN MUNICIPAL SYSTEM, CITY OF"
17090,RATON GAS TRANSMISSION CO,GT,17090,Raton
17110,"READING, CITY OF",GD,17110,"READING, CITY OF"
17130,"RED BAY NATURAL GAS SYSTEM, TOWN OF",GD,17130,"RED BAY NATURAL GAS SYSTEM, TOWN OF"
17140,RED BIRD GAS AUTH,GD,17140,RED BIRD GAS AUTH
17160,"RED BUD UTILITIES, CITY OF",GD,17160,"RED BUD UTILITIES, CITY OF"
17180,REEDY CREEK UTILITY CO INC,GD,17180,REEDY CREEK UTILITY CO INC
17200,REKLAW NATURAL GAS SYSTEM,GD,17200,REKLAW NATURAL GAS SYSTEM
17210,"REMSEN MUNICIPAL UTILITIES, TOWN OF",GD,17210,"REMSEN MUNICIPAL UTILITIES, TOWN OF"
17230,"RENSSELAER MUNICIPAL GAS SYSTEM, CITY OF",GD,17230,"RENSSELAER MUNICIPAL GAS SYSTEM, CITY OF"
17240,RESERVE GAS CO INC,GD,17240,RESERVE GAS CO INC
17350,"RICHLAND GAS DEPT, CITY OF",GD,17350,"RICHLAND GAS DEPT, CITY OF"
17360,"RICHMOND, CITY OF",GD,17360,"RICHMOND, CITY OF"
17390,RICHMOND NATURAL GAS & SEWAGE WKS,GD,17390,RICHMOND NATURAL GAS & SEWAGE WKS
17400,"RIDGETOP NATURAL GAS DEPT, CITY OF",GD,17400,"RIDGETOP NATURAL GAS DEPT, CITY OF"
17405,HERMAN RIEMER GAS CO,GD,17405,HERMAN RIEMER GAS CO
17470,"RIPLEY GAS DEPT, TOWN OF",GD,17470,"RIPLEY GAS DEPT, TOWN OF"
17475,RIPLEY PUBLIC WORKS AUTH,GD,17475,RIPLEY PUBLIC WORKS AUTH
17480,RIPLEY GAS SYSTEM,GD,17480,RIPLEY GAS SYSTEM
17490,RISING STAR CITY UTILITIES,GD,17490,RISING STAR CITY UTILITIES
17510,VILLAGE OF RIVERTON,GD,17510,VILLAGE OF RIVERTON
17520,ROACHDALE GAS DEPARTMENT,GD,17520,ROACHDALE GAS DEPARTMENT
17540,ROANOKE GAS CO,GD,17540,ROANOKE GAS CO
17540,ROANOKE GAS CO,GT,17540,ROANOKE GAS CO
17550,ROANOKE UTILITIES BOARD,GD,17550,ROANOKE UTILITIES BOARD
17556,"ROBERTSDALE GAS SYSTEM, CITY OF",GD,17556,"ROBERTSDALE GAS SYSTEM, CITY OF"
17560,"ROBSTOWN GAS SYSTEM, CITY OF",GD,17560,"ROBSTOWN GAS SYSTEM, CITY OF"
17570,ROCHESTER GAS & ELECTRIC CORP,GD,13420,NY SEG
17570,ROCHESTER GAS & ELECTRIC CORP,GT,13420,NY SEG
17583,ROCK RAPIDS MUNC UTIL,GD,17583,ROCK RAPIDS MUNC UTIL
17590,"ROCKFORD GAS BOARD, TOWN OF",GD,17590,"ROCKFORD GAS BOARD, TOWN OF"
17600,ROCKWOOD NATURAL GAS SYSTEM,GD,17600,ROCKWOOD NATURAL GAS SYSTEM
17610,"ROCKY MOUNT MUNICIPAL SYSTEM, CITY OF",GD,17610,"ROCKY MOUNT MUNICIPAL SYSTEM, CITY OF"
17620,ROCKY MOUNTAIN NATURAL GAS LLC,GT,15359,BLACK HILLS
17620,ROCKY MOUNTAIN NATURAL GAS LLC,GT,10030,SourceGas
17620,ROCKY MOUNTAIN NATURAL GAS LLC,UNGS,15359,BLACK HILLS
17640,ROLFE MUNICIPAL GAS SYSTEM,GD,17640,ROLFE MUNICIPAL GAS SYSTEM
17660,"ROMA GAS DEPT, CITY OF",GD,17660,"ROMA GAS DEPT, CITY OF"
17670,"ROODHOUSE ILLINOIS, CITY OF",GD,17670,"ROODHOUSE ILLINOIS, CITY OF"
17681,ROSEBURG FOREST PRODUCTS CO,GD,17681,ROSEBURG FOREST PRODUCTS CO
17681,ROSEBURG FOREST PRODUCTS CO,GT,17681,ROSEBURG FOREST PRODUCTS CO
17690,ROSSVILLE MUNICIPAL GAS SYSTEM,GD,17690,ROSSVILLE MUNICIPAL GAS SYSTEM
17720,"ROYSTON GAS DEPT, CITY OF",GD,17720,"ROYSTON GAS DEPT, CITY OF"
17730,"ROZEL MUNICIPAL GAS SYSTEM, CITY OF",GD,17730,"ROZEL MUNICIPAL GAS SYSTEM, CITY OF"
17750,RUSSELVILLE GAS BOARD,GD,17750,RUSSELVILLE GAS BOARD
18004,"SABINAL, CITY OF",GD,18004,"SABINAL, CITY OF"
18012,SABINE PIPELINE LLC,GT,32005,EnLink Midstream
18012,SABINE PIPELINE LLC,GT,2731,Chevron
18016,SABULA MUNICIPAL GAS,GD,18016,SABULA MUNICIPAL GAS
18020,SAC CITY MUNICIPAL GAS UTIL,GD,18020,SAC CITY MUNICIPAL GAS UTIL
18024,SACO MUNICIPAL GAS SERVICE,GD,18024,SACO MUNICIPAL GAS SERVICE
18028,"SAFFORD UTILITIES DIV, CITY OF",GD,18028,"SAFFORD UTILITIES DIV, CITY OF"
18032,ST AMANT GAS CO INC,GD,18032,ST AMANT GAS CO INC
18048,ST CROIX VALLEY NATURAL GAS CO INC,GD,18048,ST CROIX VALLEY NATURAL GAS CO INC
18052,"ST FRANCISVILLE, TOWN OF",GD,18052,"ST FRANCISVILLE, TOWN OF"
18056,ST JAMES PARISH UTILITIES,GD,18056,ST JAMES PARISH UTILITIES
18068,"ST JOSEPH GAS DEPT, TOWN OF",GD,18068,"ST JOSEPH GAS DEPT, TOWN OF"
18084,ST LAWRENCE GAS CO INC,GD,18084,ST LAWRENCE GAS CO INC
18084,ST LAWRENCE GAS CO INC,GT,18084,ST LAWRENCE GAS CO INC
18088,"SALEM, CITY OF",GD,18088,"SALEM, CITY OF"
18092,"SFPP, LP",HL,18092,Kinder Morgan
18104,CPS ENERGY,GD,18104,CPS ENERGY
18104,CPS ENERGY,GT,18104,CPS ENERGY
18108,SANBORN MUNICIPAL GAS DISTRICT,GD,18108,SANBORN MUNICIPAL GAS DISTRICT
18112,SAN DIEGO GAS & ELECTRIC CO,GD,18112,SAN DIEGO GAS & ELECTRIC CO
18112,SAN DIEGO GAS & ELECTRIC CO,GT,18112,SAN DIEGO GAS & ELECTRIC CO
18116,SAN JUAN GAS ACQUISITION CORPORATION,GD,18116,SAN JUAN GAS CO
18124,SAVANNAH PUBLIC UTILITY DEPT,GD,18124,SAVANNAH PUBLIC UTILITY DEPT
18132,"SAWYER GAS DEPT, CITY OF",GD,18132,"SAWYER GAS DEPT, CITY OF"
18136,"SCOTT MUNICIPAL SYSTEM, TOWN OF",GD,18136,"SCOTT MUNICIPAL SYSTEM, TOWN OF"
18140,SCOTTSBORO WATER SEWER & GAS BOARD,GD,18140,SCOTTSBORO WATER SEWER & GAS BOARD
18144,SCOTTSVILLE GAS CO,GD,18144,SCOTTSVILLE GAS CO
18152,SEA ROBIN PIPELINE CO,GT,32099,Energy Transfer
18152,SEA ROBIN PIPELINE CO,GT,15105,Southern Union
18156,SEADRIFT PIPELINE LLC,GT,18156,SEADRIFT PIPELINE CORP
18156,SEADRIFT PIPELINE LLC,UNGS,39760,"THE DOW CHEMICAL COMPANY, SDO"
18160,"SEALY GAS DEPT, CITY OF",GD,18160,"SEALY GAS DEPT, CITY OF"
18172,SEILING PUBLIC WORKS AUTH,GD,18172,SEILING PUBLIC WORKS AUTH
18176,SELMER NATURAL GAS SYSTEM,GD,18176,SELMER NATURAL GAS SYSTEM
18178,SENATOBIA MUNICIPAL GAS SYSTEM,GD,18178,SENATOBIA MUNICIPAL GAS SYSTEM
18188,"HAINES PIPELINE SERVICE, INC.",GD,18188,"HAINES PIPELINE SERVICE, INC."
18192,SEVIER COUNTY UTIL DIST,GD,18192,SEVIER COUNTY UTIL DIST
18199,JOHN H. HAYS,GT,18199,JOHN H. HAYS
18201,"SENECA RESOURCES COMPANY, LLC",GT,18201,SENECA RESOURCES CORP
18201,"SENECA RESOURCES COMPANY, LLC",HL,18201,SENECA RESOURCES CORP
18224,SHANNON MUNICIPLE GAS SYSTEM,GD,18224,SHANNON MUNICIPLE GAS SYSTEM
18228,"SHARON GAS DEPT, CITY OF",GD,18228,"SHARON GAS DEPT, CITY OF"
18248,SHAWNEETOWN MUNICIPAL GAS SYSTEM,GD,18248,SHAWNEETOWN MUNICIPAL GAS SYSTEM
18249,SHEEHAN GAS CO INC,GD,18249,SHEEHAN GAS CO INC
18252,SHEFFIELD GAS DEPARTMENT,GD,18252,SHEFFIELD GAS DEPARTMENT
