REPORT_NUMBER,NAME,OPERATOR_ID,IYEAR,MDY,MoYr,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,cleanLoc,STATE,ON_OFF_SHORE,SYS,MSYS,SIGNIFICANT,SERIOUS,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE,INTENTIONAL_RELEASE,TOTAL_RELEASE,UNITS,FATALITY_IND,FATAL,INJURY_IND,INJURE,EXPLODE_IND,IGNITE_IND,NUM_PUB_EVACUATED,TOTAL_COST_CURRENT,INSTALLATION_YEAR,SYSTEM_PART_INVOLVED,PIPE_DIAMETER,CAUSE,CAUSE_DETAILS,NARRATIVE,mileage,pri.id,pri.name
20130087,ATMOS ENERGY CORPORATION - MID-TEX,31348,2013,2013-06-29,2013-06-01,2013-06-29T15:30:00Z,32.45059,-97.00451,"Grand Prairie, TX",TX,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,2.19,0,2.19,mscf,NO,0,NO,0,NO,YES,0,125098.06645679152,1982,SERVICE,0.5,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"HOMEOWNER/EXCAVATOR WAS DIGGING IN YARD WITH A BACKHOE AND DAMAGED THE GAS SERVICE LINE.    THE SINGLE SERVICE AT 901 NW 7TH IN GRAND PRAIRIE, TX WAS TERMINATED AT THE MAIN AND WILL NOT BE RESTORED, SO NO SUPPLEMENTAL REPORT WILL BE REQUIRED (PART A, ITEM 13.B).",50725.7732,4473,Atmos
20130109,ATMOS ENERGY CORPORATION - COLORADO/KANSAS,6720,2013,2013-09-20,2013-09-01,2013-09-20T19:51:00Z,38.85453,-94.70529,"Overland Park, KS",KS,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,1425,0,1425,mscf,NO,0,NO,0,NO,YES,1,280478.4923031475,1980,MAIN,4,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY OPERATOR (FIRST PARTY),"ATMOS ENERGY EMPLOYEES WERE ATTEMPTING TO DIG A REMOTE BELL HOLE TO ISOLATE A GRADE ONE LEAK UNDER PAVEMENT AT 151ST AND SWITZER IN OVERLAND PARK, KANSAS. THE BACKHOE OPERATOR WAS DIGGING ON TOP OF THE 4' POLY LINE FROM EAST TO WEST. THE LINE AT THIS LOCATION CHANGED ELEVATION FROM HIGHER IN THE WEST TO LOWER IN THE EAST. THE BACKHOE OPERATOR WAS ATTEMPTING TO LIFT A ROCK OUT OF THE BELL HOLE THAT HAD BEEN LEFT OVER OUR LINE FROM PREVIOUS CONSTRUCTION ACTIVITIES OF UNKNOWN ORIGIN. THE ROCK POTENTIALLY STRUCK AT AN ELECTRO-FUSE COUPLING OR PUNCTURED THE PIPE ITSELF AND THE IGNITION OCCURRED FROM UNKNOWN SOURCE.  ALSO STREET LIGHTS IN THE AREA AND 2,500 ELECTRIC WERE WITHOUT POWER.",5534.7262,4473,Atmos
20140004,ATMOS ENERGY CORPORATION - MID-TEX,31348,2013,2013-12-21,2013-12-01,2013-12-21T17:01:00Z,32.842312,-97.209967,"North Richland Hills, TX",TX,ONSHORE,GD,Gas,YES,YES,NATURAL GAS,33,0,33,mscf,NO,0,YES,1,NO,NO,10,175334.10410753696,1972,MAIN,6,"PIPE, WELD, OR JOINT FAILURE",FUSION JOINT,"A LEAK OCCURRED ON THE GAS MAIN, WITH THE INCIDENT CAUSED BY GAS MIGRATING THROUGH SEWER LINES AND INTO A RESIDENCE BY WAY OF AN IMPROPERLY INSTALLED COMMODE.",50725.7732,4473,Atmos
20140059,ATMOS ENERGY CORPORATION - WEST TEXAS,4473,2014,2014-06-25,2014-06-01,2014-06-25T05:47:00Z,35.2065,-102.07238,"Bushland, TX",TX,ONSHORE,GD,Gas,NO,NO,NATURAL GAS,2699,0,2699,mscf,NO,0,NO,0,NO,NO,200,101561.0889525526,2010,OTHER,NA,NATURAL FORCE DAMAGE,LIGHTNING,AT APPROXIMATELY 5:47 THE STATION THAT INTERCONNECTS OUR SYSTEM TO OUR SUPPLIERS WAS STRUCK BY LIGHTNING DAMAGING THE ELECTRONIC CONTROL AND MONITORING EQUIPMENT.  OUR GAS CONTROL DISPATCHED AN ALARM AT 5:49.  THE CONTROL VALVE FAILED OPEN.  A RELIEF VALVE VENTED GAS TO PROTECT THE SYSTEM FOLLOWING THE STATION DAMAGE.  THE EQUIPMENT RESPONDED AS DESIGNED TO PROTECT BOTH THE PUBLIC AND THE GAS SYSTEM.  WE WERE ABLE TO VALVE OFF THE STATION AND THE AREA WAS DEEMED SAFE AROUND 7:00AM.  THERE WAS NO LOSS CUSTOMER SERVICE.  THE TESTING TO DETERMINE THE EXTENT OF DAMAGE TOOK SEVERAL HOURS TO COMPLETE.  THE STATION IS CURRENTLY LOCKED OFF.,12780.5756,4473,Atmos
20140109,ATMOS ENERGY CORPORATION - LOUISIANA,11800,2014,2014-11-08,2014-11-01,2014-11-08T10:05:00Z,30.459133,-90.123614,"Covington, LA",LA,ONSHORE,GD,Gas,YES,YES,NATURAL GAS,0,0,0,mscf,NO,0,YES,1,NO,YES,0,0,1987,MAIN,2,INCORRECT OPERATION,OTHER INCORRECT OPERATION,"NOTE: DETAILS OF THE INCIDENT DESCRIPTION AND THE FINDINGS IN THE INVESTIGATION ARE SUPPORTED BY INFORMATION SUPPLIED TO ATMOS ENERGY FROM MILLER PIPELINE.    INCIDENT DESCRIPTION:  ON SATURDAY, NOVEMBER 8, 2014, MILLER PIPELINE CORP., A CONTRACTOR PERFORMING WORK FOR ATMOS ENERGY LOUISIANA DIVISION, WAS SCHEDULED TO DEACTIVATE AND ABANDON A 4"" PE GAS LINE ON HWY 21 @ N. AZALEA IN COVINGTON, LA. THIS WAS A COOL DAY WITH LOW HUMIDITY.    MILLER PIPELINE EMPLOYEE ANTHONY DUNCAN (CREW FOREMAN) WAS IN CHARGE OF THIS WORK AND WAS QUALIFIED IN THE ASSOCIATED OQ TASKS.  - ALL LINE STOPPERS UTILIZED TO BLOCK THE SOURCE OF GAS WERE INSTALLED PREVIOUSLY.  - BEFORE BEGINNING THE PURGING PROCESS, MR. DUNCAN CHECKED TO MAKE SURE ALL SOURCES OF GAS WERE BLOCKED FROM THE GAS LINE TO BE DEACTIVATED.  - AFTER CONFIRMATION THAT ALL SOURCES OF GAS WERE BLOCKED, MR. DUNCAN PROCEEDED TO OPEN THE VALVE (ON PURGE RISER) TO BEGIN DE-PRESSURING AND BLOWING DOWN THE GAS FROM THE LINE. HE WAITED 15 - 20 MINUTES FOR THE LINE TO BLOW DOWN.  - ONCE HE THOUGHT THE LINE WAS COMPLETELY BLOWN DOWN, MR. DUNCAN GOT IN THE EXCAVATION TO REMOVE THE BLOW DOWN RISER. HE USED 2-INCH PLASTIC CUTTERS TO PERFORM THIS TASK. IT WAS DURING THIS PROCESS THAT THE RESIDUAL GAS IN THE PIPE IGNITED AND A FLASH FIRE OCCURRED INJURING MR. DUNCAN.  - MR. DUNCAN WAS TRANSPORTED TO THE HOSPITAL WHERE HE WAS HELD OVERNIGHT FOR TREATMENT AND OBSERVATION.    CAUSE OF THE INCIDENT:  IT SEEMS THE PRIMARY CAUSE OF THE INCIDENT WAS THE GAS LINE TO BE ABANDONED WAS NOT PURGED OF GAS PROPERLY, ALLOWING RESIDUAL GAS TO REMAIN IN THE LINE. SECONDLY, PRECAUTIONS TO PREVENT ACCIDENTAL IGNITION WERE NOT FOLLOWED BY NOT PROPERLY GROUNDING THE PIPE OR TOOLS PRIOR TO CUTTING THE PURGE RISER. STATIC ELECTRICITY SEEMS TO HAVE BEEN THE SOURCE OF IGNITION OF THE RESIDUAL GAS. THIRDLY, MR. DUNCAN WAS NOT WEARING THE PROPER PPE (PERSONAL PROTECTIVE EQUIPMENT) FIRE RETARDANT CLOTHING/GLOVES. THIS ADDED PROTECTION COULD HAVE MINIMIZED THE EXTENT OF THE INJURIES. FOURTHLY, MR. DUNCAN SENT HIS HELPER (ON FIRE WATCH) AWAY TO PERFORM ANOTHER JOB DUTY. BY HAVING SOMEONE ON FIRE WATCH AT THE EXCAVATION WITH A FIRE EXTINGUISHER COULD ALSO HAVE MINIMIZED THE EXTENT OF THE INJURIES, BY EITHER EXTINGUISHING THE FIRE RIGHT AWAY OR PULLING MR. DUNCAN OUT OF THE EXCAVATION AND AWAY FROM THE FIRE.     ROOT CAUSE:  THERE SEEMS TO BE HUMAN ERROR IN JUDGMENT BY MR. DUNCAN IN SEVERAL INSTANCES INVOLVING FOLLOWING PROCEDURES AND SAFETY POLICIES; THE BELOW FACTORS IN COMBINATION RELATED TO THE CAUSE OF THE FLASH FIRE WHICH RESULTED IN THE INCIDENT:  - DID NOT PURGE NATURAL GAS FROM DEACTIVATED LINE BY USING AIR OR NITROGEN GAS;  - DID NOT CHECK FOR COMPLETE PURGING (0% GAS) OF NATURAL GAS WITH A CGI (COMBUSTIBLE GAS INDICATOR) FROM THE PURGE RISER;  - DID NOT PRACTICE PREVENTING STATIC ELECTRICITY HAZARD BY USING SOAPY WATER OR ANTI-STATIC SPRAY AND BURLAP SACK ON PLASTIC PIPE AND ALSO GROUNDING TOOLS PRIOR TO CUTTING PURGE RISER FROM DEACTIVATED PIPE.  THIS ALONG WITH RESIDUAL GAS IN THE DEACTIVATED PIPE RESULTED IN A FLASH FIRE WHICH CAUSED THE INJURY.  - DID NOT WEAR PROPER PPE (PERSONAL PROTECTIVE EQUIPMENT); FIRE RETARDANT CLOTHING AND GLOVES.  - DID NOT HAVE ANOTHER WORKER AT PURGE LOCATION ON FIRE WATCH WITH A FIRE EXTINGUISHER.     THE ABOVE INSTANCES (WHICH WERE NOT FOLLOWED) ARE COVERED IN ATMOS ENERGY'S O&M PROCEDURES AND SAFETY MANUAL; THEY ARE ALSO COVERED UNDER OQ TASKS L2 - ACTIVATING AND PURGING PIPELINES AND M8 - PREVENTING ACCIDENTAL IGNITION.",13813.1822,4473,Atmos
20140115,ATMOS ENERGY CORPORATION - MISSISSIPPI,12582,2014,2014-11-12,2014-11-01,2014-11-12T16:45:00Z,33.05555,-89.6013,"Kosciusko, MS",MS,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,2,0,2,mscf,NO,0,NO,0,NO,YES,0,161380.70218019976,UNKNOWN,OUTSIDE METER/REGULATOR SET,NA,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,"DURING A CHANGE OF WEATHER FROM VERY WARM WEATHER TO VERY COLD WEATHER, METAL PARTICLES IN THE LINE WERE ENTRAINED IN THE GAS STREAM.  THE METAL PARTICLES CUT AND DAMAGED THE RUBBER DIAPHRAGM CONTROLLING PRESSURE AND SETTLED IN THE PRESSURE REILEF PILOT.  RISING PRESSURE CAUSED THE SERVICE REGULATOR AT A GROCERY STORE TO FAIL, WHICH THEN CAUSED EXCESSIVE PILOT LIGHT FLAMES AT THE APPLIANCES INSIDE THE STORE.  THESE FLAMES CAUSED A FIRE, WHICH DAMAGED THE BUILDING AND CONTENTS.  THE STORE WAS CLOSED AT THAT TIME.  THERE WERE NO EVACUATIONS.  THERE WERE NO INJURIES OR DEATHS.",10440.5096,4473,Atmos
20150005,ATMOS ENERGY CORPORATION - MID-TEX,31348,2014,2014-12-27,2014-12-01,2014-12-27T23:02:00Z,32.727443,-96.683248,"Dallas, TX",TX,ONSHORE,GD,Gas,YES,YES,NATURAL GAS,17.7,0,17.7,mscf,YES,1,YES,2,NO,YES,0,3883.386252357863,1982,OUTSIDE METER/REGULATOR SET,NA,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION","ONE VEHICLE ACCIDENT.  VEHICLE STRUCK GAS METER AND METER LOOP CAUSING NATURAL GAS TO IGNITE.  DALLAS FIRE DEPARTMENT AND DALLAS POLICE DEPARTMENT WERE ON-SITE PRIOR TO ATMOS ENERGY PERSONNEL.  AS SOON AS EMERGENCY RESPONDERS MOVED THE VEHICLE TO A SAFE LOCATION, AN ATMOS ENERGY CREW WAS ABLE TO SHUT THE GAS OFF AT THE MAIN BY DISCONNECTING THE SERVICE LINE FROM THE MAIN.",50656.974,4473,Atmos
20150007,ATMOS ENERGY CORPORATION - MISSISSIPPI,12582,2014,2014-12-29,2014-12-01,2014-12-29T02:37:00Z,32.34174,-90.27477,"Jackson, MS",MS,ONSHORE,GD,Gas,NO,NO,NATURAL GAS,3,0,3,mscf,NO,0,NO,0,YES,YES,8,87455.40633037401,1967,SERVICE,0.75,"PIPE, WELD, OR JOINT FAILURE",MECHANICAL JOINT FAILURE,"WE RECEIVED A REPORT OF A FIRE AT A RESIDENCE LOCATED AT 409 W. HILL DR. IN JACKSON, MS.  THE RESPONDING SERVICE TECHNICIAN ARRIVED ON SCENE IN 15 MINUTES.  THE OPERATIONS SUPERVISOR WAS SUBSEQUENTLY NOTIFIED.  SOME OF THE EXTERIOR WALLS HAD BEEN DISPLACED OUTWARD INDICATING A POSSIBLE EXPLOSION.  WE NOTIFIED THE NATIONAL RESPONSE CENTER AND THE DIRECTOR OF PIPELINE SAFETY (MPSC).    DUE TO HEAVY RAINS SATURATING THE SOIL, PERFORMANCE OF LEAK SURVEYS AROUND THE PREMISE WERE DIFFICULT.  ULTIMATELY A LEAK WAS FOUND BEHIND THE LEFT REAR CORNER OF THE HOUSE ALONGSIDE THE SIDE STREET (MAGNOLIA DR.).  THE SATURATED SOIL CAUSED GAS TO MIGRATE ALONG THE ROOTS OF A TREE TOWARDS THE RESIDENCE.    IN HASTE TO SECURE THE SCENE AND STOP THE LEAK, THE CONSTRUCTION CREW SHUT OFF THE SERVICE TAP AND DISLODGED A MECHANICAL FITTING CONNECTED TO THE TAP.  AS A RESULT, IT IS IMPOSSIBLE TO KNOW FOR CERTAIN THE SPECIFIC SOURCE OF THE LEAK.",10440.5096,4473,Atmos
20150008,ATMOS ENERGY CORPORATION - WEST TEXAS,4473,2015,2015-01-09,2015-01-01,2015-01-09T16:17:00Z,31.982191,-102.11213038,"Midland, TX",TX,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,557,0,557,mscf,NO,0,NO,0,YES,NO,0,147714.83834588318,1952,MAIN,2,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION ACTIVITY,"ON JANUARY 9, 2015, THE COMPANY WAS NOTIFIED THAT AN EXPLOSION OCCURRED IN THE ALLEY AT 805 SOUTH MIDKIFF IN MIDLAND TEXAS AT APPROXIMATELY 16:00 HOURS.  WE RECEIVED NOTIFICATION AT APPROXIMATELY 17:38 AND ARRIVED ON SIGHT AT APPROXIMATELY 17:45.  COMPANY FORCES REMAINED ON SIGHT UNTIL THE ALLEY SECTION OF PIPE WAS ABANDONED IN PLACE EARLY THE NEXT MORNING.  A PORTION OF PIPE IN THE ALLEY WAS LATER REMOVED FOR INSPECTION AND INCLUDED A DENT OF UNKNOWN ORIGIN THAT HAD CRACKED.    IN SECTION G3 - 1 THE DATE OF THE LAST LEAK SURVEY WAS RECOREDED AS UNKNOWN DUE TO A FORM ERROR.  THE DATE OF THE LAST LEAK SURVEY OF THIS MAIN WAS 06/07/2011.",12940.505,4473,Atmos
20150040,ATMOS ENERGY CORPORATION - MID-TEX,31348,2015,2015-03-02,2015-03-01,2015-03-02T19:58:00Z,32.73761,-96.65918,"Dallas, TX",TX,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,47,0,47,mscf,NO,0,NO,0,YES,NO,12,126508.3795883534,1951,OTHER,NA,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION ACTIVITY,"AT 7:58 PM ON MARCH 2, 2015, ATMOS ENERGY DISPATCH WAS NOTIFIED OF AN EVENT AT 1504 MEMORY LANE IN DALLAS.  ATMOS ENERGY'S FIRST RESPONDER ARRIVED ON-SITE AT 9:17 PM AND UPON LEARNING THAT HOMES HAD BEEN EVACUATED BY DALLAS FIRE DEPARTMENT PERSONNEL THE ATMOS ENERGY FIRST RESPONDER BEGAN BAR TESTING AND CHECKING SEWER VENTS IN THE IMMEDIATE AREA.  SOON A SECOND ATMOS ENERGY RESPONDER AND TWO ATMOS ENERGY SUPERVISORS ARRIVED TO ASSIST WITH THE INVESTIGATION.  AT APPROXIMATELY 11:25 PM ATMOS ENERGY BEGAN A LEAK SURVEY OF THE AREA WITH A LEAK THEREAFTER PINPOINTED IN THE AREA OF THE SERVICE TAP TO 1504 MEMORY LANE.  IN THE EARLY MORNING HOURS OF MARCH 3, 2015, ATMOS ENERGY REQUESTED EMERGENCY LINE LOCATES WHICH WERE MADE ALLOWING ATMOS ENERGY'S EXCAVATION OF THE SERVICE TAP TO 1504 MEMORY LANE TO BEGIN AT APPROXIMATELY 2:20 AM.  A LEAK WAS DISCOVERED AT THE SERVICE TAP CONNECTION AND THE SERVICE LINE TO 1504 MEMORY LANE WAS RETIRED AT 2:43 AM.  ATMOS ENERGY THEN BEGAN AN EXCAVATION TO RETIRE THE SERVICE LINE TO 9430 ELOISE STREET AND THIS RETIREMENT WAS COMPLETED AT 4:47 AM.    ON MARCH 10, 2015, UNDER THE OBSERVATION OF RAILROAD COMMISSION PERSONNEL ATMOS ENERGY AND BAKER RISK PERFORMED STRATEGIC EXCAVATION OF THE 1504 MEMORY LANE SERVICE LINE.  PREVIOUS DAMAGE DUE TO THIRD PARTY EXCAVATION WAS OBSERVED ON THE SERVICE LINE.  BETWEEN DECEMBER 13, 2011, AND MARCH 2, 2015, ATMOS ENERGY IS AWARE OF FIVE LOCATE REQUESTS (LOCATE NUMBERS 1475052478, 1475382044, 120450096, 120196080, AND 13474488) IN PROXIMITY TO 1504 MEMORY LANE.  THE THIRD PARTY EXCAVATION DAMAGE TO THE SERVICE LINE CAUSED THE CONNECTION FAILURE AT THE SERVICE TAP.",53416.5314,4473,Atmos
20150093,ATMOS ENERGY CORPORATION - MID-TEX,31348,2015,2015-09-04,2015-09-01,2015-09-04T17:20:00Z,32.29973,-97.04576,"Maypearl, TX",TX,ONSHORE,GD,Gas,NO,NO,NATURAL GAS,2100,0,2100,mscf,NO,0,NO,0,NO,NO,0,96319.91332060688,1962,MAIN,10,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"CONTRACTOR WAS INSTALLING A WELL FOR A LANDOWNER USING A BACKHOE, AND HIT A 10 INCH (HP DISTRIBUTION) TRANSMISSION LINE.  NO NOTIFICATION WAS MADE TO THE ONE-CALL CENTER.",53416.5314,4473,Atmos
20150096,ATMOS ENERGY CORPORATION - MID-TEX,31348,2015,2015-09-21,2015-09-01,2015-09-21T08:00:00Z,32.34912,-96.78448,"Waxahachie, TX",TX,ONSHORE,GD,Gas,YES,YES,NATURAL GAS,1595,0,1595,mscf,NO,0,YES,2,YES,NO,20,12938.967136150231,2008,SERVICE,0.75,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"3RD PARTY CONTRACTOR BORED IN TO 3/4"" SERVICE.  THE EXCAVATOR OPERATED MECHANIZED EQUIPMENT WITHIN THE TOLERANCE ZONE CAUSING DAMAGE TO A SERVICE LINE WHICH RESULTED IN THE RELEASE OF PRODUCT.  THERE WAS EVIDENCE THAT THE EXCAVATOR FAILED TO VERIFY THE LOCATION OF UTILITY LINES WITHIN THE BORE PATH THROUGH POT HOLE VERIFICATION.",53416.5314,4473,Atmos
20160025,ATMOS ENERGY CORPORATION - COLORADO/KANSAS,6720,2016,2016-02-16,2016-02-01,2016-02-16T19:28:00Z,40.48225405,-106.82410323,"Steamboat Springs, CO",CO,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,30,0,30,mscf,NO,0,NO,0,NO,YES,1,524586.0489595422,UNKNOWN,OUTSIDE METER/REGULATOR SET,NA,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,"SNOW LOAD FELL FROM THE ROOF OF A CONDOMINIUM ONTO THE ADJACENT NEIGHBORS METER SETTING.  GAS ESCAPED, AND IGNITED FROM AN UNKNOWN SOURCE.",4522.2294,4473,Atmos
20160035,ATMOS ENERGY CORPORATION - MID-TEX,31348,2016,2016-03-11,2016-03-01,2016-03-11T20:50:00Z,32.07963,-96.47521,"Corsicana, TX",TX,ONSHORE,GD,Gas,NO,NO,NATURAL GAS,0,0,0,mscf,NO,0,NO,0,YES,YES,6,0,1969,SERVICE,0.75,"PIPE, WELD, OR JOINT FAILURE",FUSION JOINT,"A LEAK WAS FOUND AT 918 COTTONWOOD, CORSICANA, TX.  ONCE ELIMINATED, THE GAS READINGS IN THE DAMAGED STRUCTURE RETURNED TO ZERO.",53949.217,4473,Atmos
20160040,ATMOS ENERGY CORPORATION - MID-TEX,31348,2016,2016-03-21,2016-03-01,2016-03-21T08:15:00Z,32.96057,-97.24778,"Keller, TX",TX,ONSHORE,GD,Gas,NO,NO,NATURAL GAS,20000,0,20000,mscf,NO,0,NO,0,NO,NO,0,62593.93808534182,1971,MAIN,6,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",3RD PARTY CONTRACTOR WAS DRIVING A FORK LIFT ON OUR ROW AND GOT STUCK.  FORK LIFT OPERATOR REQUESTED ASSISTANCE FROM ANOTHER CONTRACTOR WORKING ON SITE FOR USE OF A TRACK LOADER IN ORDER TO REMOVE THE PIECE OF EQUIPMENT.  THE TRACK LOADER ALSO SANK IN THE WET AREA AND PUNCTURED THE PIPE WITH A TRACK ON THE LOADER.,53949.217,4473,Atmos
20160060,ATMOS ENERGY CORPORATION - MID-TEX,31348,2016,2016-06-13,2016-06-01,2016-06-13T11:23:00Z,30.68552,-97.71607,"Georgetown, TX",TX,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,1578,0,1578,mscf,NO,0,NO,0,NO,YES,0,198175.40687160936,1997,MAIN,8,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"A THIRD-PARTY EXCAVATOR WAS WORKING IN AN AREA OF CLEARLY-MARKED GAS FACILITIES.  WHILE PERFORMING TRENCHING WORK, THE EXCAVATOR STRUCK AN 8"" PE MAIN OWNED BY ATMOS ENERGY OPERATING AT 19 PSIG.  THE GAS ULTIMATELY IGNITED REQUIRING ATMOS ENERGY TO ISOLATE THE DAMAGED SECTION.  THIS RESULTED IN THE INTERRUPTION OF GAS SERVICE TO 1,424 CUSTOMERS.",53949.217,4473,Atmos
20160096,ATMOS ENERGY CORPORATION - COLORADO/KANSAS,6720,2016,2016-08-20,2016-08-01,2016-08-20T12:30:00Z,37.85146,-101.8998325,"Hamilton County, KS",KS,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,45420,0,45420,mscf,NO,0,NO,0,NO,NO,0,260119.8439988125,UNKNOWN,MAIN,4,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"FARMER DAMAGED MAIN WITH A ROOT CUTTING IMPLEMENT IN A REMOTE AREA WHERE WATER RUNOFF CAUSED MAIN TO BECOME SHALLOW.  THE FARMER WAS NOT AWARE OF THE DAMAGE, THEREFORE DID NOT REPORT TO THE UTILITY.  SEVERAL DAYS LATER, COMPANY CREWS WERE IN PROCESS OF REPAIRING A LEAK ON THE SAME LINE WHEN THE PRESSURE WAS DISCOVERED TO BE LOWER THAN NORMAL, BUT HIGHER THAN THE LOW ALARM LIMIT OF THE REMOTE PRESSURE MONITORS.  THE OPERATOR PERSONNEL THEN BEGAN INVESTIGATING AND FOUND THE LOCATION OF THE DAMAGE. VALVES WERE UTILIZED TO SHUT DOWN A SHORT SECTION OF MAIN BEING FED FROM 2 DIRECTIONS, WHICH ALLOWED THE DAMAGE TO BE REPAIRED.",5613.9714,4473,Atmos
20160123,ATMOS ENERGY CORPORATION - KY/MID-STATES (MID-STATES),20211,2016,2016-10-26,2016-10-01,2016-10-26T09:30:00Z,35.94208,-86.65972,"Nolensville, TN",TN,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,68,0,68,mscf,NO,0,NO,0,NO,YES,0,612812.6703732689,2016,MAIN,2,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,"THE LEAK  OCCURRED DURING THE ATTEMPTED INSTALLATION OF A 2' X 3/4' ELECTROFUSION TAP TEE ON TO A 2' HDPE MAIN.  ALL OF THE MATERIALS AND EQUIPMENT USED DURING THE ATTEMPTED INSTALLATION WERE DESTROYED BY FIRE, LEAVING NO EVIDENCE TO EXAMINE. THE ELECTROFUSION PROCESS PROVIDED HEAT THAT APPARENTLY COMPROMISED THE PIPE.",5517.0740000000005,4473,Atmos
