DATAFILE_AS_OF,SIGNIFICANT,SERIOUS,RPTID,DOR,OPID,NAME,INTER,IDATE,DTHH,ACSTATE,ACCOUNTY,ACCITY,OFFSHORE,COOR,IFED,SPLOC,TELRN,CSYS,ORGLK,ORGLO,ITMYR,CAUSE,CAUSO,MAP_CAUSE,MAP_SUBCAUSE,TFAT,EFAT,NFAT,TINJ,EINJ,NINJ,TOTAL_COST,TOTAL_COST_IN84,TOTAL_COST_CURRENT,COMM,CLASS,LOSS,RECOV,FIRE,EXP,NMDIA,THK,SMYS,JNT,GRND,DSPRS,ACPRS,PRTST,DUR,MXPRS,TSTMM,TSTYY,CORLC,FACTD,FACAT,CORR,CORRO,CAULK,CAULO,PREVT,ONECL,ONEOT,EXCAL,TMPMK,PNAME,PHONE,NARRATIVE
6/30/22,YES,NO,19910051,3/13/91,10012,KANEB PIPELINE CO,YES,2/4/91,1204,KS,COWLEY,UNKNOWN,NO, ,NO,"SE 1/4, SECTIO 18, T-34-S, R-4-E.", ,LINE PIPE,PIPE, ,1953,OUTSIDE FORCE DAMAGE,DAMAGE BY NATURAL FORCES,NATURAL FORCE DAMAGE,UNSPECIFIED NATURAL FORCE DAMAGE,0,0,0,0,0,0,40000,32110.8742,71349.37557,GASOLINE,3,424,25,NO,NO,8.63,0.25,35000,WELDED,,1324,283,YES,24,1665,4,72,NO DATA,Null,Null,NO DATA, ,DAMAGE BY NATURAL FORCES, ,Null,ONE CALL, ,NO,NO,"L.L. ANDERSON, MANAGER REGULATORY AFFAIRS",3162621408,"JOMAX CONSTRUCTION COMPANY OF GREAT BEND, KANSAS, GAVE NOTICE TO THE KANSAS ONE CALL SYSTEM APPROXIMATELY ONE MONTH BEFORE THIS ACCIDENT OCCURRED.  APPROXIMATELY TWO WEEKS BEFORE THE ACCIDENT, JOMAX HAD A PRECONSTRUCTION MEETING.KANEB ATTENDED THIS MEETING, AND REQUESTED THAT A REPRESENTATIVE FROM JOMAX A BE PROPERLY MARKED. KANEB WAS ADVISED THAT JOMAX WOULD CONTACT KANEB PRIOR TO DITCHING ACTIVITY COMMENCING IN THE ARKANSAS CITY, KANSAS AREA, AND THAT IT WAS NOT NECESSARY TO MARK THE PIPELINE AT THAT TIME SINCE ALL CONSTRUCTION ACTIVITY WAS OUT OF THE AFFECTED AREA. KANEB HAS A POLICY THAT REQUIRES THE LINE TO BE LOCATED AND MARKED JUST PRIOR TO ANY ACTIVITY.  IN ADDITION, KANEB REQUIRES THAT AN EMPLOYEE BE PRESENT DURING ANY ACTIVITY IN CLOSE PROXIMITY TO THE PIPELINE.  UNFORTUNATELY, KANEB WAS NOT CONTACTED BY JOMAX, AND AS A RESULT, THE PIPELINE WAS RUPTURED BY THEIR DITCHING MACHINE."
6/30/22,YES,NO,19910052,3/13/91,22907,WYCO PIPE LINE CO,YES,2/20/91,1300,WY,NATRONA,EVANSVILLE,NO, ,NO, , ,PUMPING STATION,OTHER,PROVER BARREL,1968,OTHER,O RING FAILURE/DOOR CLOSE,ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,0,0,0,30000,24083.15565,53512.03168,DIESEL FUEL,2,100,60,NO,NO,20,0.38,0,OTHER,,800,300,NO,0,0,,,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,DWANE A. SHROYER,3032866400,"THERE WAS A FAILURE OF THE ""O"" RING IN A 16"" PROVER DOOR CLOSURE."
6/30/22,YES,NO,19910053,3/14/91,22430,WEST SHORE PIPE LINE CO,YES,2/15/91,515,WI,MILWAUKEE,MILWAUKEE,NO, ,NO,"INCIDENT OCCURRED ON THE GROUNDS OF WEST SHORE'S GRANVILLE PUMP STATION FACILITY, ADDRESS:  11115 COUNTY LINE ROAD, MILWAUKEE, WISCONSIN 53224.", ,PUMPING STATION,OTHER,STRAINER,1981,OTHER,GASKET FAILURE,ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,0,0,0,34153,27417.06716,60919.8806,FUEL OIL,1,277,166,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,,,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,GERALD E. SCHAU - AREA MANAGER,7082573740,"AT APPROXIMATELY 0515 HOURS ON FEBRUARY 15, 1991, A SECURITY GUARD FROM THE CLARK OIL TERMINAL CONTACTED THE CONTROL CENTER TO ADVISE THAT PRODUCT WAS SPRAYING FROM WEST SHORE'S GRANVILLE FACILITY.  SHUTDOWN PROCEDURES WERE IMMEDIATELY INITIATED.  THE INCOMING LINE (FROM SOUTH) WAS SHUT AND THE TERMINAL CLOSED OUT AT 0530 HOURS AND THE OUTBOUND SYSTEM WAS SHUTDOWN AT 0536 HOURS.  MAINTENANCE PERSONNEL WERE DISPATCHED.  THE SOURCE OF THE SPRAY WAS A METER STRAINER ON THE OUTGOING SYSTEM.  THE LID GASKET ON THE STRAINER HAD FAILED.  CONTRACT PERSONNEL WERE CALLED IN TO BEGIN CLEAN-UP ACTIVITIES.  THE FAILED GASKET WAS REPLACED AND ALL FREE PRODUCT WAS PICKED-UP BY 2230 HOURS."
6/30/22,YES,NO,19910054,3/14/91,10319,KOCH GATHERING SYSTEMS INC,NO,2/13/91,1300,OK,LINCOLN, ,NO, ,NO,"SW 1-15N-3E LINCOLN COUNTY, OKLAHOMA.", ,LINE PIPE,PIPE, ,0,CORROSION,"CORROSION, EXTERNAL",CORROSION,EXTERNAL,0,0,0,0,0,0,12500,10034.64819,22296.67987,CRUDE OIL,1,360,310,NO,NO,8,0.32,25000,WELDED,,1000,100,YES,0,0,,,EXTERNAL,Null,YES,OTHER,INADEQUATE PROTECTION,NO DATA, ,Null,NO DATA, ,Null,Null,THURMAN SMITH - AREA FOREMAN,4052758280,"EXTERNAL CORROSION:  TEST STATIONS ON EACH SIDE OF LEAK SITE INDICATED ADEQUAE PROTECTION; HOWEVER, THE RESULTS OF A CLOSE-INTERVAL SURVEY SHOWED POTENTIALS TO BE LOW IN THE AREA OF LEAK."
6/30/22,YES,NO,19910055,4/1/91,6856,GULF CENTRAL PIPELINE CO,YES,3/18/91,1310,IA,FRANKLIN,UNKNOWN,NO, ,NO,"NW 1/4 OF SECTION 15 T93N R22W FRANKLIN COUNTY, IOWA.", ,PUMPING STATION,VALVE, ,1970,OTHER,VALVE PACKING BLEW OUT,ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,0,0,0,1500,1204.157783,2675.601584,ANHYDROUS AMMONIA,2,41,0,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,,,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,"RAY O. MORAN, JR., DIVISION MANAGER",3144865488,"VAPOR CLOUD WAS SPOTTED BY PIPELINE AIR PATROL AT 1310 HOURS ON MARCH 18TH AND PRODUCT MOVEMENT COORDINATOR WAS NOTIFIED.  GULF CENTRAL DISPATCHED PERSONNEL TO SITE.  PMC CLOSED REMOTELY OPERATED BLOCK VALVE NEAREST LEAK SITE ON UPSTREAM SIDE AT 1310 HOURS, AND CONTINUED TO PUMP AWAY FROM LEAK SITE.  GULF CENTRAL PERSONNEL ARRIVED AT SITE ABOUT 1358 HOURS AND FURTHER ISOLATED AREA BY CLOSING BLOCK VALVES NEARER LEAK SITE.  NEAREST RESIDENT WAS ABOUT 1/2 MILE AWAY AND WAS NOTIFIED BY COMPANY PERSONNEL, AS WERE RESIDENTS WITHIN ONE MILE OF SITE, BUT NONE WAS EVACUATED.  THE NATIONAL RESPONSE CENTER WAS NOTIFIED AT 1445 HOURS AND THE IOWA DEPARTMENT OF NATURAL RESOURSES AND THE AREA DOTOFFICE IN KANSAS CITY WERE NOTIFIED IMMEDIATELY AFTER THE NCR.  ESCAPING AMMONIA WAS BURNED-OFF USING PROPANE BURNERS UNTIL LINE PRESSURE WAS DOWN LOW ENOUGH TO WORK ON IT.  A 1"" BALL VALVE ON A BY-PASS LINE HAD BLOWN THE PACKING OUT AND PRODUCT WAS LEAKING FROM THIS VALVE.  THERE WERE NO SIGNS OF CORROSION.  SECTION OF LINE WAS REMOVED, INCLUDING BY-PASS, AND REPLACED WITHOUT BY-PASS.  CAUSE OF VALVE FAILURE IS UNKNOWN AT THIS TIME."
6/30/22,YES,NO,19910056,4/2/91,19585,TRANS - MOUNTAIN OIL PIPELINE CO,YES,1/15/91,1145,WA,WHATCOM, ,NO, ,NO,"LAUREL PUMP STATION - 1009 EAST SMITH ROAD, WHATCOM COUNTY.", ,PUMPING STATION,PIPE, ,1956,FAILED PIPE, ,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED PIPE BODY OR SEAM,0,0,0,0,0,0,225000,180623.6674,401340.2376,CONDENSATE - WATER,1,75,10,NO,NO,1,0.13,0,THREADED,,4369,1055,NO,0,0,,,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,GLENN A. IRVING - VICE PRES. SECRETARY AND GENERAL COUNSEL,6048766711,"AT APPROXIMATELY 11:45 PST ON JANUARY 15, 1991 THE COMPANY RECEIVED A REPORTOF AN APPARENT LEAK FROM THE LAUREL PUMP STATION LOCATED AT 1009 EAST SMITH ROAD IN WHATCOM COUNTRY, APPROXIMATELY 10 MILES NORTHEAST OF BELLINGHAM, WASHINGTON.  THE REPORT WAS RECEIVED FROM THE BELLINGHAM PUBLIC HEALTH DEPARTMENTWHO HAD RECEIVED A REPORT FROM AN ANONYMOUS SOURCE.  COMPANY PERSONNEL WERE IMMEDIATELY DISPATHCED TO THE LAUREL STATION, WHICH IS IN INTERMITTENT USE AND NOT REGULARLY MANNED, AND ISOLATED THE LEAK AT APPROXIMATELY 12:05 PST.  STEPS WERE INITIATED IMMEDIATELY TO CONTAIN THE ESCAPED MATERIAL.  CONTAINMENT FACILITIES REMAIN IN PLACE AND CLEANUP ACTIVITIES ARE ONGOING.  THE LEAK ORIGINATED FROM A ONE INCH NOMINAL DIAMETER INSTRUMENTATION LINE.  THE APPARENT CAUSE OF FAILURE OF THE INSTRUMENTATION LINE WAS TENSILE STRESS ON THE PIPE.  THE MOST PROBABLE CAUSE OF THE TENSILE STRESS IS FROSTHEAVING OF THE GROUND AROUND THE PIPE.  THE FAILED SECTION OF PIPE HAS BEEN SUBJECTED TO A METALLURGICAL ANALYSIS; A COPY OF THE ANALYSIS REPORT IS ATTACHED HERETO.  THIS INCIDENT WAS REPORTED TELEPHONICALLY TO THE NATIONAL RESPONSE CENTRE ON JANUARY 16,1991.  IT HAS BEEN ASSIGNED CASE NO. 55255."
6/30/22,YES,NO,19910057,4/1/91,11169,LAKEHEAD PIPE LINE CO INC,YES,3/3/91,1231,MN,ITASCA,UNKNOWN,NO, ,NO,"APPROX. 1/4 MI. W. OF THE ITASCA COMMUNITY COLLEGE CAMPUS AND 1/4 MI. NORTH OF HWY 169, JUST E. OF GRAND RAPIDS, MN CITY LIMITS. LAKEHEAD MILE POST 1009.90.", ,LINE PIPE,LONGITUDINAL WELD, ,1967,OTHER,SPLIT IN HEAT AFFECT ZONE,ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,0,0,0,14400000,11559914.71,25685775.21,CRUDE OIL,1,40500,39800,NO,NO,34,0.28,52000,WELDED,,611,473,YES,8,764,,76,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,JON E. STAUDOHAR - GENERAL MANAGE CORPORATE & TECH. SERVICES,7153941404,"ON MARCH 3, 1991, THE PIPELINE OPERATOR DETECTED AN UNEXPLAINED DROP IN DISHCARGE RPESSURE AND SHUTDOWN LINE 3 AT 12:31 MST.  AT 13:43 MST, LAKEHEAD'S SUPERIOR CONTROL CENTER RECEIVED CONFIRMATION OF THE LEAK AND AS A PRECAUTION, LAKEHEAD'S LINES 1 AND 2 WERE SHUTDOWN AT 14:02 MST.  THE OIL WAS PRIMARILY COLLECTING IN A FIELD ADJACENT TO THE ITASCA COMMUNITY COLLEGE, BUT ALSO MIGRATED 3/4 MILE DOWN A STORM DRAIN LINE WHICH EMPTIED INTO THE PRAIRIE RIVER.  NEARBY RESIDENTS WERE EVACUATED FROM 14:45 TO 20:00 MST.  IN ADDITION, A ROADBLOCK WAS CONSTRUCTED ON THE HIGHWAY 169 CROSSING OVER THE PRAIRIE RIVER UNTIL THE SITE WAS SECURED.  CONTAINMENT AND CLEAN-UP EFFORTS BEGAN BY LATE AFTERNOON WITH 3 LAKEHEAD CREWS AND SEVERAL CONTRACTORS ON-SITE .  ONCE ACCESS TO THE LEAK SITE WAS ESTABLISHED,  THE LINE WAS EXPOSED AND DRAINED, REVEALING A60"" X 6"" SPLIT IN THE HEAT AFFECTED ZONE OF THE LONGITUDINAL SEAM.  THE PIPELINE WAS REPAIRED BY REMOVING THE FAILED SECTION AND REPLACING IT WITH A SECTION OF PRE-TESTED PIPE.  LINE 3 WAS RETURNED TO SERVICE AT A REDUCED RATE AT 02:54 MST 03/07/91."
6/30/22,YES,NO,19910058,4/1/91,443,AMOCO PIPELINE CO,YES,3/5/91,1615,IL,WILL,MANHATTAN,NO, ,NO,"AMOCO PIPELINE COMPANY TANK FARM LOCATED AT 15600 GALLAGHER ROAD, MANHATTAN, ILLINOIS.", ,TANK FARM,VALVE, ,1981,MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT,DAMAGED VALVE FAILED,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,0,0,0,0,2500,2006.929638,4459.335973,CRUDE OIL,1,100,99,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,,,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,R.A. STAHL - AREA MANAGER,2197382384,"WHILE SAMPLING TANK #6973 A SLIGHT LEAK AT THE ROOF DRAIN VALVE WAS NOTICED. WHILE TRYING TO STOP THE LEAK THE VALVE FAILED AND A STREAM OF OIL WAS RELEASED WITHIN THE TANK DIKE WALL.  A NEW VALVE WAS INSTALLED AND THE CONTAINED SPILL WAS CLEANED UP AND THE CRUDE OIL RECOVERED.  IT APPEARS THAT WATER GOT INTO THE VALVE AND FROZE, THUS BREAKING COMPONENTS OF THE VALVE AND BODY.  WHILE TRYING TO TIGHTEN THE VALVE IT FAILED."
6/30/22,NO,NO,19910059,4/1/91,18092,SANTA FE PACIFIC PIPELINE PARTNERS LP,NO,2/19/91,1945,CA,CONTRA COSTA,RICHMOND,NO, ,NO,SANTA FE PACIFIC PIPELINES' RICHMOND STATION., ,PUMPING STATION,OTHER,SUMP OVERFLOWED,0,MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT, ,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,0,0,0,0,2000,1605.54371,3567.468779,GASOLINE,3,10,9,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,,,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,"J.M. ABBOUD - SENIOR VICE PRESIDENT, OPER. & ENGINEERING",2134867720,FULL-FLOW RELIEF VALVE ACTIVATED AND BECAUSE OF THE HIGH PRESSURE DID NOT RESET UNTIL 10 BARRELS OF PRODUCT HAD ESCAPED INTO THE BERMED CONTAINMENT AREA. RECOVERY WAS IMMEDIATELY INITIATED AND APPROXIMATELY 9 OF THE 10 BARRELS THAT HAD ESCAPED WERE RECOVERED.
6/30/22,NO,NO,19910060,4/1/91,26085,SCURLOCK OIL CO,NO,3/6/91,1200,TX,RUSK,UNKNOWN,NO, ,NO,TAKE HWY 42 TO REID SWITCH - HEAD WEST TURN RIGHT ON AMERICAN PLANT ROAD - GO TO EAST TEXAS SALT WATER DISPOSAL., ,LINE PIPE,PIPE, ,1930,CORROSION,"CORROSION, EXTERNAL",CORROSION,EXTERNAL,0,0,0,0,0,0,5000,4013.859275,8918.671946,CRUDE OIL,1,15,5,NO,NO,8.63,0.22,702,NO DATA,,260,100,NO,0,0,,,EXTERNAL,Null,YES,OTHER,UNKNOWN,NO DATA, ,Null,NO DATA, ,Null,Null,THOMAS G. HRNCIR - DIVISION SUPERINTENDENT,9039845252,"LEAK OCCURRED DUE TO EXTERNAL CORROSION IN AN 8"" PIPELINE.  EAST TEXAS SALT WATER NOTIFIED SCURLOCK OF THE LEAK.  SCURLOCK DISPATCHED A CREW TO SITE TO DIG OUT AND CLAMP OFF LEAK.  CONTRACT CREW SET OUT BOOM IN CREEK AND VACUUM TRUCK WAS USED TO PICK THE OIL AS CREWS WASHED DOWN CREEK."
6/30/22,NO,NO,19910062,3/19/91,443,AMOCO PIPELINE CO,YES,4/25/90,1600,TX,GALVESTON,TEXAS CITY,NO, ,NO,"NORTH OF TEXAS CITY, TEXAS, 1/2 MILE NORTH AT THE INTERSECTION OF TEXAS LOOP 197 AND TEXAS 146, ON THE WEST SIDE OF TEXAS 146.", ,LINE PIPE,WELDING FITTING, ,1987,FAILED WELD, ,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED WELD,0,0,0,0,0,0,100,83.13880126,184.7318612,TRANSMIX (PART. REFINED PETRO),1,1,0,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,,,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,N.J. MCNAIR FOR J.P. BLACK,4099380084,"COMPANY PERSONNEL WERE PERFORMING SURVEY WORK ON AMOCO'S 18-INCH PRODUCT LINE.  WHEN PROBING THE PIPELINE ASSOCIATED WITH THE SURVEY WORK,  THEY NOTICED A PETROLEUM ODOR WHEN THE PROBE BAR WAS REMOVED.  AS A RESULT AT THE SURVEY CREW'S FINDINGS, THE PIPELINE WAS ESCAVATED AND A PRODUCT SEEP WAS DISCOVERED FROM A MECHANICAL SLEEVE.  THE MECHANICAL SLEEVE WAS THEN RE-WELDED."
6/30/22,YES,NO,19910063,3/25/91,3445,DIXIE PIPELINE,YES,3/2/91,1350,SC,RICHLAND,UNKNOWN,NO, ,NO,3/4 MILE SW OF COUNTY ROAD 955 CROSSING AND BOMBING RANGE ROAD., ,LINE PIPE,PIPE, ,1961,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,0,0,0,0,35000,28097.01493,62430.70362,L. P. G.,2,2000,0,NO,NO,8,0.19,0,WELDED,,1024,566,YES,24,1600,,61,NO DATA,Null,Null,NO DATA, ,DAMAGE BY OTHERS, ,Null,ONE CALL, ,NO,NO,R.F. PHILLIPS - GENERAL MANAGER,4043962995,"AT APPROXIMATEY 1350 HOURS, SATURDAY, MARCH 2, 1991, A FRONT END LOADER WAS GRADING AND EXCAVATING WITHIN TEN FEET OF A PERMANENT PIPELINE MARKER WHEN THEBUCKET PUNCTURED DIXIE'S PROPANE PIPELINE.  THE PIPELINE WAS LATER DETERMINED TO BE AT LEAST 36"" DEEP AT THE LOCATION OF THE ACCIDENT.  THERE WAS NO ""ONECALL"" NOTIFICATION NOR ANY OTHER NOTICE OF EXCAVATION RECEIVED FROM THE PROPERTY OWNER OR CONTRACTOR.  THE DISPATCHER ON DUTY AT DIXIE'S ATLANTA CONTROL CENTER IMMEDIATELY RECOGNIZED THE LOSS OF PRESSURE AT THE UPSTREAM AND DOWNSTREAM PUMP STATIONS AND AN EXCESSIVE FLOWRATE AT THE UPSTREAM STATION.  THE UPSTREAM STATION WAS SHUTDOWN AND REMOTELY OPERATED STATION VALVES CLOSED.  THEDOWNSTREAM STATION WAS ALLOWED TO SHUTDOWN ON LOW SUCTION PRESSURE TO PULL AS MUCH PRESSURE AS POSSIBLE AWAY FROM THE LEAK SITE.  DIXIE FIELD PERSONNEL WERE NOTIFIED AND INSTRUCTED TO CLOSE MAINLINE BLOCK VALVES BETWEEN THE TWO PUMP STATIONS.  AT APPROXIMATELY THE SAME TIME, A RESIDENT NEAR THE LEAK SITE CALLED DIXIE'S DISPATCHER ON THE EMERGENCY LINE TO REPORT THE INCIDENT AND PROVIDED THE GENERAL LOCATION.  THE DISPATCHER ALSO NOTIFIED THE RICH LAND COUNTY SHERIFF AND EMERGENCY COORDINATOR AND APPRAISED THEM OF THE SITUATION.  ALLTHESE ACTIONS BY THE DISPATCHER TOOK PLACE IN A MATTER OF A FEW MINUTES.  THE LEAK WAS ISOLATED IN A FIVE MILE SECTION OF PIPELINE.  SEVERAL SUBDIVISIONSARE WITHIN ONE MILE OF THE LEAK SITE AND RICHLAND COUNTY EMERGENCY PERSONNELHANDLED EVACUATION OF RESIDENTS.  DIXIE MAINTENANCE PERSONNEL USED AN EXISTING 2"" THREAD-O-RING (TOR) FITTING AT ONE OF THE BLOCK VALVES AND INSTALLED ANADDITIONAL 2"" TOR FITTING FOR TEMPORARY FLARE CONNECTIONS.  THE TEMPORARY FLARES WERE SET AT A SAFE DISTANCE FROM THE LEAK AND USED TO MINIMIZE THE LEAKAGE AT THE SITE.  AS SOON AS THE PIPELINE PRESSURE WAS SUFFICIENTLY LOW AND THELEAK AREA WAS SAFE TO ENTER, A BOLT-ON PLIDCO CLAMP WAS INSTALLED AND SUBSEQUENTLY WELDED IN PLACE.  THE LINE WAS RETURNED TO OPERATION ON MONDAY, MARCH4.  THIS SECTION OF PIPELINE WILL BE INCLUDED IN AN EXTENSIVE HYDROSTATIC TEST PROGRAM THAT IS SCHEDULED FOR JUNE OF THIS YEAR.  AT THAT TIME, A NEW JOINT OF PIPE WILL BE INSTALLED TO REPLACE THE JOINT CONTAINING THE CLAMP."
6/30/22,NO,NO,19910064,3/22/91,19231,TEXACO PRODUCTION & EXPLORATION INC,NO,3/2/91,1630,LA,VERMILION,UNKNOWN,NO, ,NO,"THE INCIDENT OCCURRED 5.5 MILES SOUTH FO ERATH, LA ON HWY #331 AND PARISH ROAD 2-9.", ,LINE PIPE,PIPE, ,1968,OUTSIDE FORCE DAMAGE,DAMAGE BY NATURAL FORCES,NATURAL FORCE DAMAGE,UNSPECIFIED NATURAL FORCE DAMAGE,0,0,0,0,0,0,60000,48166.3113,107024.0634,NATURAL GAS LIQUID,2,2,0,NO,NO,6.63,0.22,46,WELDED,,2160,1100,YES,8,2800,4,69,NO DATA,Null,Null,NO DATA, ,DAMAGE BY NATURAL FORCES, ,Null,NO DATA, ,Null,Null,MICHAEL A. BURGESS - SAFETY & INDUSTRIAL HYGIENE SUPERVISOR,9185606432,LIGHTNING STRUCK A POWER LINE AND THE POWER LINE FELL ON THE ROAD CROSSING CONDUIT VENT.  THE ELECTRICAL CURRENT BURNED A PIN HOLE IN THE PRODUCT PIPE LINE.  THE LEAK WAS INSIDE THE ROADCROSSING CONDUIT.
6/30/22,YES,NO,19910065,4/22/91,12628,MOBIL PIPELINE CO,YES,3/23/91,1830,TX,GAINES,SEMINOLE,NO, ,NO,"7 MILES SOUTH OF SEMINOLE, TX, @MOBILE PIPE LINE COMPANY MILEPOST 57.01.", ,LINE PIPE,VALVE, ,1942,MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT,"4"" CAST IRON GATE VALVE",MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,0,0,0,0,15000,12041.57783,26756.01584,CRUDE OIL,2,740,40,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,,,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,"D.L. DENNARD - VICE PRESIDENT, OPERATIONS",2146582226,"ON SATRUDAY, MARCH 23, 1991, AT 1500 HRS., THE DALLAS OPERATIONS CONTROL CENTER NOTED A SHORTAGE ON THE SEMINOLE-ANDREWS MAINLINE.  MIDLAND AND SEMINOLE EACH WERE INSTRUCTED TO PROVE METERS.  WHEN NO METERING PROBLEMS WERE DISCOVERED, THE LINE WAS IMMEDIATELY SHUT DOWN AT 1717 HRS.  TO INVESTIGATE.  AT 1845 HRS., AERIAL PATROL REPORTED A LEAK AT MP 57.08.  MAINTENANCE CREWS WERE DISPATCHED AND DISCOVERED THAT A CAST IRON GATE VALVE HAD SEPARATED.  RECOVERY AND CLEAN-UP PRODECURES WERE INITIATED.  PERMANENT REPAIRS WERE MADE BY REPLACING 15' OF LINE PIPE."
6/30/22,YES,NO,19910066,4/22/91,1682,BP OIL PIPELINE CO,NO,3/5/91,1204,OH,TRUMBULL,LORDSTOWN,NO, ,NO,"APPROXIMATELY 50 FEET SOUTHEAST  OF THE INTERSECTION OF MUTH ROAD AND LYNTZ ROAD, VILLAGE OF LORDSTOWN, OHIO.", ,LINE PIPE,PIPE, ,1956,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,0,0,0,0,200000,160554.371,356746.8779,DIESEL FUEL,3,691,559,NO,NO,8.63,0.25,35000,WELDED,,650,150,NO,0,0,,,NO DATA,Null,Null,NO DATA, ,DAMAGE BY OTHERS, ,Null,ONE CALL, ,NO,YES,"D.K. NEUWERTH, EASTERN REGION SUPERINTENDENT",2163514777,"A SEWER INSTALLATION CONTRACTOR WORKING FOR THE VILLAGE OF LORDSTOWN, OHIO STRUCK BP OIL PIPELINE'S PIPE WHILE EXCAVATING TO INSTALL A LATERAL LINE ON ANEIGHT (8) INCH PVC SANITARY SEWER LINE.  THE BP PIPELINE HAD BEEN STAKED ABOUT ONE MONTH PREVIOUSLY AND BP OIL PERSONNEL HAD BEEN ON SITE TWICE SINCE THEORIGINAL STAKING.  ONCE TO WITNESS THE BORING OF THE MUTH ROAD AND ONCE TO OBSERVE SEISMORGRAPH READINGS OVER THE PIPELINE DURING BLASTING OPERATIONS.  THE CONTRACTOR HAD BEEN WORKING PARALLEL TO BP'S PIPELINE DURING MOST OF SEWER PROJECT AND HAD OBLITERATED ALL OF THE STAKES DURING EXCAVATION (PILED SOIL ON THEM) AND BACKFILLING OPERATIONS.  THE CONTRACTOR ELECTED TO DIG TO INSTALL THE LATERAL (WHICH WAS SHOWN ON THE SEWER PLANS AS CROSSING BP'S PIPELINE) WITHOUT CALLING FOR THE LINE TO BE RESTAKED.  A LARGE HYDRAULIC TRACKED BACKHOE WITH A ROCK BUCKET STRUCK AND RUPTURED THE PIPELINE.  THE CONTRACTOR PUT A MESSAGE ON THE ONE CALL SYSTEM REQUESTING THE LINE BE STAKED APPROXIMATELY 10 MINUTES AFTER THE RUPTURE."
6/30/22,YES,NO,19910067,4/22/91,19226,TEXACO PIPELINE INC,YES,3/27/91,600,MT,DAWSON,UNKNOWN,NO, ,NO,S10 - T21N - R53E (SEE ATTACHED DRAWING)., ,PUMPING STATION,PUMP, ,1989,MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT,STUDS ON PUMP FAILED.,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,0,0,0,0,7000,5619.402985,12486.14072,CRUDE OIL,1,250,249,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,,,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,DAN DOBSON,4066873304,"THE STUDS HOLDING A PLUNGER CAP ON THE PUMP FAILED.  STUDS HAVE BEEN SENT INFOR ANALYSIS TO DETERMINE WHAT CAUSED THEIR FAILURE.  THE PRESSURE AT THE TIME OF FAILURE WAS MUCH LESS THAN THE PUMPS PRESSURE RATING.  AS THE OIL ACCUMULATED ON THE WEST END OF THE STATION PROPERTY AT OUR OIL DYKE, OIL CUT A PATHALONG OUR DRAIN PIPE AND PROCEEDED WEST ALONG THE COUNTY ROAD IN THE BARROW DITCH FOR ABOUT 1550'."
